Comments,Followers,PageViews,Points,Posts,socialsource,source,symbol,symbol_id,timestamp_api_call
,8.0,372,300.0,4.0,CryptoCompare,cryptocompare,DIVX,431413,2017-12-30 17:56:31.803471
,1.0,352,25.0,,CryptoCompare,cryptocompare,DKC,30920,2017-12-30 17:56:12.476562
,9.0,676,225.0,0.0,CryptoCompare,cryptocompare,DLC,28776,2017-12-30 17:56:08.137428
,12.0,2348,300.0,,CryptoCompare,cryptocompare,DLISK,23743,2017-12-30 17:56:01.594339
,5.0,205,125.0,,CryptoCompare,cryptocompare,DLR,34213,2017-12-30 17:56:19.118904
130.0,222.0,53681,8525.0,67.0,CryptoCompare,cryptocompare,DLT,220204,2017-12-30 17:55:53.966945
11.0,106.0,10046,3010.0,10.0,CryptoCompare,cryptocompare,DMD,4431,2017-12-30 17:56:32.992478
15.0,218.0,11624,6500.0,36.0,CryptoCompare,cryptocompare,DMT,192400,2017-12-30 17:55:45.834279
5.0,46.0,5956,1375.0,7.0,CryptoCompare,cryptocompare,DNA,180804,2017-12-30 17:55:44.834735
,6.0,1005,150.0,0.0,CryptoCompare,cryptocompare,DNET,20346,2017-12-30 17:55:53.459841
,31.0,2623,925.0,6.0,CryptoCompare,cryptocompare,DNR,182288,2017-12-30 17:55:45.512390
88.0,621.0,72045,18030.0,65.0,CryptoCompare,cryptocompare,DNT,177175,2017-12-30 17:55:44.588239
1778.0,7853.0,743383,241780.0,1105.0,CryptoCompare,cryptocompare,DOGE,4432,2017-12-30 17:56:32.867380
,19.0,4900,500.0,1.0,CryptoCompare,cryptocompare,DOGED,17549,2017-12-30 17:55:44.894420
,59.0,6469,1600.0,5.0,CryptoCompare,cryptocompare,DOGETH,33403,2017-12-30 17:56:16.068423
2.0,27.0,2710,770.0,3.0,CryptoCompare,cryptocompare,DON,61073,2017-12-30 17:56:48.232741
4.0,132.0,9788,3715.0,15.0,CryptoCompare,cryptocompare,DOPE,28332,2017-12-30 17:56:07.209819
3.0,66.0,7917,1980.0,12.0,CryptoCompare,cryptocompare,DOT,20339,2017-12-30 17:55:50.434455
4.0,11.0,849,440.0,5.0,CryptoCompare,cryptocompare,DOVU,360827,2017-12-30 17:56:21.026764
,24.0,3280,650.0,2.0,CryptoCompare,cryptocompare,DP,182325,2017-12-30 17:55:45.839001
,2.0,653,50.0,,CryptoCompare,cryptocompare,DPAY,29718,2017-12-30 17:56:09.267298
,6.0,360,175.0,1.0,CryptoCompare,cryptocompare,DPP,466977,2017-12-30 17:56:40.054674
,4.0,464,100.0,,CryptoCompare,cryptocompare,DRA,38360,2017-12-30 17:56:24.572648
4.0,50.0,7374,1465.0,7.0,CryptoCompare,cryptocompare,DRACO,22248,2017-12-30 17:55:59.762146
,7.0,1219,175.0,,CryptoCompare,cryptocompare,DRC,290053,2017-12-30 17:56:08.979684
,18.0,961,450.0,,CryptoCompare,cryptocompare,DRC*,417510,2017-12-30 17:56:27.840909
22.0,163.0,16100,4820.0,21.0,CryptoCompare,cryptocompare,DRGN,355702,2017-12-30 17:56:19.910863
,6.0,624,150.0,,CryptoCompare,cryptocompare,DRKC,4434,2017-12-30 17:56:32.637225
,8.0,589,200.0,,CryptoCompare,cryptocompare,DRKT,7483,2017-12-30 17:56:49.946469
,23.0,2965,600.0,1.0,CryptoCompare,cryptocompare,DRM8,33524,2017-12-30 17:56:17.944588
,7.0,652,175.0,,CryptoCompare,cryptocompare,DROP,28767,2017-12-30 17:56:07.368877
4.0,69.0,9135,1865.0,4.0,CryptoCompare,cryptocompare,DRP,188523,2017-12-30 17:55:46.144046
,9.0,983,275.0,2.0,CryptoCompare,cryptocompare,DRS,33645,2017-12-30 17:56:17.159624
54.0,90.0,11140,4090.0,52.0,CryptoCompare,cryptocompare,DRT,311829,2017-12-30 17:56:12.863056
,2.0,158,50.0,,CryptoCompare,cryptocompare,DRXNE,384953,2017-12-30 17:56:25.405129
,3.0,1039,75.0,,CryptoCompare,cryptocompare,DRZ,7480,2017-12-30 17:56:50.374421
,1.0,252,25.0,,CryptoCompare,cryptocompare,DSB,4435,2017-12-30 17:56:33.105734
15.0,416.0,46247,11150.0,24.0,CryptoCompare,cryptocompare,DSH,20196,2017-12-30 17:55:52.843686
,3.0,683,75.0,,CryptoCompare,cryptocompare,DT,3643,2017-12-30 17:56:21.258554
0.0,35.0,3872,925.0,2.0,CryptoCompare,cryptocompare,DTB,55540,2017-12-30 17:56:46.486790
,5.0,609,150.0,1.0,CryptoCompare,cryptocompare,DTC,369209,2017-12-30 17:56:23.837287
2.0,4.0,931,145.0,1.0,CryptoCompare,cryptocompare,DTC*,5337,2017-12-30 17:56:44.479787
10.0,37.0,3101,1300.0,11.0,CryptoCompare,cryptocompare,DTCT,223644,2017-12-30 17:55:59.698922
17.0,51.0,14305,1720.0,11.0,CryptoCompare,cryptocompare,DTR,360063,2017-12-30 17:56:23.455873
1.0,59.0,3788,1610.0,5.0,CryptoCompare,cryptocompare,DTT,313176,2017-12-30 17:56:12.848446
,21.0,1692,550.0,1.0,CryptoCompare,cryptocompare,DTT*,363066,2017-12-30 17:56:21.390278
,6.0,1145,150.0,,CryptoCompare,cryptocompare,DUB,7627,2017-12-30 17:56:50.840198
1.0,6.0,474,235.0,3.0,CryptoCompare,cryptocompare,DUCK,56678,2017-12-30 17:56:46.539469
,2.0,577,50.0,,CryptoCompare,cryptocompare,DUO,73132,2017-12-30 17:56:50.383061
,,205,0.0,0.0,CryptoCompare,cryptocompare,DUTCH,372748,2017-12-30 17:56:23.701387
,5.0,900,125.0,,CryptoCompare,cryptocompare,DUX,105206,2017-12-30 17:55:41.676414
,15.0,1057,375.0,,CryptoCompare,cryptocompare,DVC,4436,2017-12-30 17:56:32.982863
3.0,28.0,2854,905.0,7.0,CryptoCompare,cryptocompare,DYN,131111,2017-12-30 17:55:42.066369
,2.0,318,50.0,,CryptoCompare,cryptocompare,EA,45821,2017-12-30 17:56:37.265563
8.0,46.0,4229,1430.0,8.0,CryptoCompare,cryptocompare,EAC,4437,2017-12-30 17:56:33.227839
,9.0,542,225.0,,CryptoCompare,cryptocompare,EAGS,6106,2017-12-30 17:56:48.220145
3.0,39.0,2562,2480.0,59.0,CryptoCompare,cryptocompare,EARTH,324012,2017-12-30 17:56:13.248158
63.0,61.0,16824,2555.0,16.0,CryptoCompare,cryptocompare,EB3,59968,2017-12-30 17:56:47.106371
27.0,31.0,3436,1770.0,29.0,CryptoCompare,cryptocompare,EBCH,371095,2017-12-30 17:56:23.310577
,9.0,315,275.0,2.0,CryptoCompare,cryptocompare,EBET,345159,2017-12-30 17:56:18.934752
,2.0,334,75.0,1.0,CryptoCompare,cryptocompare,EBS,5329,2017-12-30 17:56:43.099765
,9.0,1405,375.0,6.0,CryptoCompare,cryptocompare,EBST,368732,2017-12-30 17:56:22.138519
50.0,165.0,25952,5850.0,49.0,CryptoCompare,cryptocompare,EBTC,321189,2017-12-30 17:56:13.000105
3.0,5.0,589,330.0,7.0,CryptoCompare,cryptocompare,EBZ,33636,2017-12-30 17:56:16.974300
,4.0,1310,125.0,1.0,CryptoCompare,cryptocompare,EC,30367,2017-12-30 17:56:11.169680
8.0,23.0,2000,805.0,6.0,CryptoCompare,cryptocompare,ECA,409249,2017-12-30 17:56:26.729935
17.0,68.0,6836,2095.0,9.0,CryptoCompare,cryptocompare,ECASH,355117,2017-12-30 17:56:19.717636
,25.0,1331,825.0,8.0,CryptoCompare,cryptocompare,ECC,129013,2017-12-30 17:55:41.544917
2.0,23.0,2433,670.0,3.0,CryptoCompare,cryptocompare,ECHT,344337,2017-12-30 17:56:17.930289
,25.0,3044,625.0,,CryptoCompare,cryptocompare,ECO,61047,2017-12-30 17:56:47.261177
3.0,15.0,2003,480.0,3.0,CryptoCompare,cryptocompare,ECOB,171390,2017-12-30 17:55:44.323419
,9.0,1491,375.0,6.0,CryptoCompare,cryptocompare,EDC,22185,2017-12-30 17:55:58.983379
,12.0,1257,325.0,1.0,CryptoCompare,cryptocompare,EDDIE,348256,2017-12-30 17:56:19.584463
21.0,236.0,30485,6835.0,29.0,CryptoCompare,cryptocompare,EDG,55676,2017-12-30 17:56:46.785858
1.0,17.0,2145,460.0,1.0,CryptoCompare,cryptocompare,EDGE,6339,2017-12-30 17:56:49.731711
11.0,195.0,37816,5960.0,39.0,CryptoCompare,cryptocompare,EDO,310297,2017-12-30 17:56:12.062474
88.0,175.0,34909,6855.0,64.0,CryptoCompare,cryptocompare,EDR,27634,2017-12-30 17:56:06.211149
6.0,42.0,6419,1310.0,8.0,CryptoCompare,cryptocompare,EDRC,19051,2017-12-30 17:55:45.485101
1.0,29.0,3735,760.0,1.0,CryptoCompare,cryptocompare,EFL,4438,2017-12-30 17:56:32.706936
2.0,14.0,1106,395.0,1.0,CryptoCompare,cryptocompare,EFYT,165555,2017-12-30 17:55:43.960026
3.0,1.0,147,80.0,1.0,CryptoCompare,cryptocompare,EGAS,466786,2017-12-30 17:56:39.287296
20.0,110.0,12595,3575.0,25.0,CryptoCompare,cryptocompare,EGC,15885,2017-12-30 17:55:43.915707
3.0,7.0,806,280.0,3.0,CryptoCompare,cryptocompare,EGG,5395,2017-12-30 17:56:45.865161
,4.0,642,100.0,,CryptoCompare,cryptocompare,EGO,29368,2017-12-30 17:56:09.621365
,0.0,593,0.0,,CryptoCompare,cryptocompare,EKN,5281,2017-12-30 17:56:39.781637
,4.0,872,100.0,,CryptoCompare,cryptocompare,EKO,22328,2017-12-30 17:55:59.304540
,8.0,1329,200.0,,CryptoCompare,cryptocompare,ELC,4439,2017-12-30 17:56:33.089710
3.0,49.0,7553,1355.0,4.0,CryptoCompare,cryptocompare,ELE,30550,2017-12-30 17:56:11.518424
2.0,15.0,674,445.0,2.0,CryptoCompare,cryptocompare,ELF,571314,2017-12-30 17:56:46.679663
5.0,60.0,5952,1650.0,4.0,CryptoCompare,cryptocompare,ELITE,360657,2017-12-30 17:56:20.930590
2.0,30.0,1952,1020.0,10.0,CryptoCompare,cryptocompare,ELIX,321177,2017-12-30 17:56:13.079914
1.0,23.0,1742,785.0,8.0,CryptoCompare,cryptocompare,ELLA,384651,2017-12-30 17:56:25.699755
2.0,37.0,8039,1070.0,5.0,CryptoCompare,cryptocompare,ELM,339933,2017-12-30 17:56:18.145249
8.0,16.0,3576,605.0,5.0,CryptoCompare,cryptocompare,ELS,42685,2017-12-30 17:56:29.533104
,21.0,747,550.0,1.0,CryptoCompare,cryptocompare,ELT,334997,2017-12-30 17:56:16.428686
,5.0,570,125.0,,CryptoCompare,cryptocompare,ELTC2,339581,2017-12-30 17:56:19.027294
1.0,7.0,717,210.0,1.0,CryptoCompare,cryptocompare,ELTCOIN,438867,2017-12-30 17:56:31.177086
61.0,186.0,24827,6660.0,56.0,CryptoCompare,cryptocompare,EMB,33942,2017-12-30 17:56:18.804298
47.0,223.0,18528,7120.0,43.0,CryptoCompare,cryptocompare,EMC,15876,2017-12-30 17:55:42.558538
265.0,661.0,116338,26750.0,303.0,CryptoCompare,cryptocompare,EMC2,4440,2017-12-30 17:56:33.530731
,21.0,1625,550.0,1.0,CryptoCompare,cryptocompare,EMD,4441,2017-12-30 17:56:32.647708
,4.0,168,100.0,,CryptoCompare,cryptocompare,EMGO,531426,2017-12-30 17:56:42.989783
1.0,3.0,247,110.0,1.0,CryptoCompare,cryptocompare,EMIGR,29556,2017-12-30 17:56:10.471380
,4.0,367,100.0,,CryptoCompare,cryptocompare,EMPC,63312,2017-12-30 17:56:49.438695
3.0,185.0,8655,4780.0,5.0,CryptoCompare,cryptocompare,EMT,247322,2017-12-30 17:56:02.711833
,1.0,213,25.0,,CryptoCompare,cryptocompare,ENE,28174,2017-12-30 17:56:06.238687
9.0,146.0,11669,4090.0,14.0,CryptoCompare,cryptocompare,ENG,338335,2017-12-30 17:56:17.544888
66.0,505.0,51297,14810.0,61.0,CryptoCompare,cryptocompare,ENJ,283116,2017-12-30 17:56:03.464751
2.0,56.0,3926,1545.0,5.0,CryptoCompare,cryptocompare,ENRG,4350,2017-12-30 17:56:31.914581
4.0,31.0,2226,915.0,4.0,CryptoCompare,cryptocompare,ENT,34609,2017-12-30 17:56:19.475392
,6.0,980,150.0,,CryptoCompare,cryptocompare,ENTER,24307,2017-12-30 17:56:01.506210
,1.0,547,25.0,,CryptoCompare,cryptocompare,EOC,44803,2017-12-30 17:56:33.421125
3.0,31.0,1871,930.0,5.0,CryptoCompare,cryptocompare,EON,255546,2017-12-30 17:56:05.916405
700.0,2935.0,369825,90075.0,388.0,CryptoCompare,cryptocompare,EOS,166503,2017-12-30 17:55:44.211095
,11.0,1579,275.0,,CryptoCompare,cryptocompare,EPY,7564,2017-12-30 17:56:50.926602
,4.0,141,125.0,1.0,CryptoCompare,cryptocompare,EPY*,388076,2017-12-30 17:56:26.290405
,64.0,4402,1650.0,2.0,CryptoCompare,cryptocompare,EQ,198698,2017-12-30 17:55:48.450806
,3.0,267,75.0,,CryptoCompare,cryptocompare,EQB,188300,2017-12-30 17:55:46.237783
,7.0,854,225.0,2.0,CryptoCompare,cryptocompare,EQM,6093,2017-12-30 17:56:47.193714
18.0,44.0,4696,1730.0,18.0,CryptoCompare,cryptocompare,EQT,105263,2017-12-30 17:55:41.155288
,6.0,1213,150.0,,CryptoCompare,cryptocompare,EQUAL,30883,2017-12-30 17:56:12.017238
,2.0,85,50.0,,CryptoCompare,cryptocompare,ERB,28665,2017-12-30 17:56:07.283435
5.0,57.0,6296,1800.0,13.0,CryptoCompare,cryptocompare,ERC,20748,2017-12-30 17:55:52.267929
,11.0,1434,325.0,2.0,CryptoCompare,cryptocompare,ERO,439579,2017-12-30 17:56:32.441832
,3.0,365,75.0,,CryptoCompare,cryptocompare,ERR,44749,2017-12-30 17:56:33.426834
,20.0,1865,525.0,1.0,CryptoCompare,cryptocompare,ERT,328784,2017-12-30 17:56:15.071447
2.0,38.0,3569,1070.0,4.0,CryptoCompare,cryptocompare,ERY,42694,2017-12-30 17:56:30.209935
,8.0,808,225.0,1.0,CryptoCompare,cryptocompare,ESC*,383878,2017-12-30 17:56:25.206752
23.0,50.0,3092,2105.0,25.0,CryptoCompare,cryptocompare,ESP,130951,2017-12-30 17:55:43.297654
2.0,10.0,1368,320.0,2.0,CryptoCompare,cryptocompare,ETBS,188394,2017-12-30 17:55:45.889480
,2.0,179,75.0,1.0,CryptoCompare,cryptocompare,ETBT,431142,2017-12-30 17:56:29.536218
1210.0,7834.0,1025285,232050.0,964.0,CryptoCompare,cryptocompare,ETC,5324,2017-12-30 17:56:42.770386
,2.0,183,50.0,,CryptoCompare,cryptocompare,ETF,536137,2017-12-30 17:56:44.556519
3.0,19.0,2362,630.0,5.0,CryptoCompare,cryptocompare,ETG,347450,2017-12-30 17:56:18.950826
59351.0,43553.0,13878242,2215760.0,21334.0,CryptoCompare,cryptocompare,ETH,7605,2017-12-30 17:32:32.896472
59354.0,43558.0,13878918,2215915.0,21334.0,CryptoCompare,cryptocompare,ETH,7605,2017-12-30 17:56:51.524766
59355,43573,13881289,2216300,21334,CryptoCompare,cryptocompare,ETH,7605,2017-12-30 19:50:37.594657
,8.0,365,200.0,,CryptoCompare,cryptocompare,ETHB,412197,2017-12-30 17:56:27.582241
13.0,74.0,6985,2430.0,18.0,CryptoCompare,cryptocompare,ETHD,310754,2017-12-30 17:56:12.340804
4.0,28.0,4751,890.0,6.0,CryptoCompare,cryptocompare,ETHS,20448,2017-12-30 17:55:50.977714
6.0,104.0,3809,2935.0,11.0,CryptoCompare,cryptocompare,ETK,385960,2017-12-30 17:56:25.607813
728.0,1573.0,241235,54980.0,335.0,CryptoCompare,cryptocompare,ETN,361881,2017-12-30 17:56:20.742040
319.0,365.0,78339,20115.0,312.0,CryptoCompare,cryptocompare,ETP,328639,2017-12-30 17:56:14.597408
5.0,35.0,3918,1800.0,35.0,CryptoCompare,cryptocompare,ETT,62529,2017-12-30 17:56:48.653535
1.0,23.0,2276,610.0,1.0,CryptoCompare,cryptocompare,EUC,34849,2017-12-30 17:56:19.242565
,33.0,3278,850.0,1.0,CryptoCompare,cryptocompare,EVC,308072,2017-12-30 17:56:11.227341
,4.0,847,100.0,,CryptoCompare,cryptocompare,EVENT,5405,2017-12-30 17:56:46.246389
,5.0,1014,150.0,1.0,CryptoCompare,cryptocompare,EVIL,22272,2017-12-30 17:55:58.985227
29.0,111.0,5902,3965.0,36.0,CryptoCompare,cryptocompare,EVN,383953,2017-12-30 17:56:25.610618
,7.0,1401,175.0,0.0,CryptoCompare,cryptocompare,EVR,340966,2017-12-30 17:56:18.535009
75.0,348.0,86664,11150.0,68.0,CryptoCompare,cryptocompare,EVX,194883,2017-12-30 17:55:46.407420
,3.0,434,100.0,1.0,CryptoCompare,cryptocompare,EXB,25925,2017-12-30 17:56:03.427455
,52.0,5763,1550.0,10.0,CryptoCompare,cryptocompare,EXCL,4442,2017-12-30 17:56:32.760502
,5.0,1306,150.0,1.0,CryptoCompare,cryptocompare,EXE,4443,2017-12-30 17:56:32.600647
,3.0,736,100.0,1.0,CryptoCompare,cryptocompare,EXIT,22180,2017-12-30 17:55:58.100123
1.0,6.0,883,260.0,4.0,CryptoCompare,cryptocompare,EXN,370961,2017-12-30 17:56:22.832577
43.0,410.0,43145,12080.0,56.0,CryptoCompare,cryptocompare,EXP,12194,2017-12-30 17:55:42.018551
1.0,47.0,1623,1385.0,8.0,CryptoCompare,cryptocompare,EXY,388493,2017-12-30 17:56:26.519447
,10.0,2174,250.0,,CryptoCompare,cryptocompare,EZC,4444,2017-12-30 17:56:32.876202
,7.0,442,175.0,,CryptoCompare,cryptocompare,EZM,319029,2017-12-30 17:56:12.531230
,13.0,2471,400.0,3.0,CryptoCompare,cryptocompare,F16,108099,2017-12-30 17:55:41.210422
9.0,66.0,4567,1915.0,7.0,CryptoCompare,cryptocompare,FAIR,5313,2017-12-30 17:56:43.012489
,3.0,1656,100.0,1.0,CryptoCompare,cryptocompare,FAME,33268,2017-12-30 17:56:16.126350
,8.0,1244,275.0,3.0,CryptoCompare,cryptocompare,FAZZ,60409,2017-12-30 17:56:47.189190
1.0,2.0,473,85.0,1.0,CryptoCompare,cryptocompare,FC,307112,2017-12-30 17:56:12.131222
,13.0,1618,450.0,5.0,CryptoCompare,cryptocompare,FC2,4446,2017-12-30 17:56:33.449509
4.0,297.0,31986,7715.0,10.0,CryptoCompare,cryptocompare,FCN,5385,2017-12-30 17:56:45.552655
,3.0,192,75.0,,CryptoCompare,cryptocompare,FCS,6101,2017-12-30 17:56:47.281414
201.0,1346.0,99940,42035.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-30 17:55:43.097610
1.0,13.0,1558,410.0,3.0,CryptoCompare,cryptocompare,FDC,314355,2017-12-30 17:56:12.928487
,13.0,2006,325.0,,CryptoCompare,cryptocompare,FFC,4447,2017-12-30 17:56:33.290037
,4.0,568,100.0,,CryptoCompare,cryptocompare,FGZ,33866,2017-12-30 17:56:17.080943
,7.0,978,175.0,,CryptoCompare,cryptocompare,FIBRE,4448,2017-12-30 17:56:33.271616
23.0,441.0,37098,11555.0,12.0,CryptoCompare,cryptocompare,FIL,213663,2017-12-30 17:55:53.144507
,6.0,442,150.0,,CryptoCompare,cryptocompare,FIND,48807,2017-12-30 17:56:39.783694
,4.0,659,100.0,,CryptoCompare,cryptocompare,FIRE,29196,2017-12-30 17:56:08.463248
2.0,59.0,9028,1720.0,9.0,CryptoCompare,cryptocompare,FIRST,34223,2017-12-30 17:56:18.624731
,2.0,327,50.0,,CryptoCompare,cryptocompare,FIST,33526,2017-12-30 17:56:17.848148
,7.0,1107,175.0,,CryptoCompare,cryptocompare,FIT,29133,2017-12-30 17:56:08.805760
9.0,39.0,4564,1190.0,5.0,CryptoCompare,cryptocompare,FJC,29935,2017-12-30 17:56:10.544671
1.0,11.0,2112,310.0,1.0,CryptoCompare,cryptocompare,FLAP,4445,2017-12-30 17:56:33.600704
,13.0,967,350.0,1.0,CryptoCompare,cryptocompare,FLASH,326222,2017-12-30 17:56:13.088835
15.0,174.0,16619,5125.0,25.0,CryptoCompare,cryptocompare,FLDC,5348,2017-12-30 17:56:44.339245
1.0,23.0,2776,760.0,7.0,CryptoCompare,cryptocompare,FLIK,329562,2017-12-30 17:56:15.903265
,9.0,845,275.0,2.0,CryptoCompare,cryptocompare,FLIXX,408849,2017-12-30 17:56:26.558292
,27.0,4749,750.0,3.0,CryptoCompare,cryptocompare,FLLW,350394,2017-12-30 17:56:19.793177
7.0,109.0,12956,3420.0,25.0,CryptoCompare,cryptocompare,FLO,5325,2017-12-30 17:56:42.568814
,38.0,2744,975.0,1.0,CryptoCompare,cryptocompare,FLP,337863,2017-12-30 17:56:17.376055
,8.0,854,200.0,,CryptoCompare,cryptocompare,FLT,4449,2017-12-30 17:56:33.214465
,12.0,1080,300.0,,CryptoCompare,cryptocompare,FLVR,21878,2017-12-30 17:55:53.779500
,6.0,746,150.0,,CryptoCompare,cryptocompare,FLX,21244,2017-12-30 17:55:53.277616
,4.0,788,100.0,,CryptoCompare,cryptocompare,FLY,21370,2017-12-30 17:55:53.094309
,14.0,1353,350.0,,CryptoCompare,cryptocompare,FND,180840,2017-12-30 17:55:45.251685
,7.0,434,175.0,,CryptoCompare,cryptocompare,FNT,453943,2017-12-30 17:56:36.379820
,4.0,544,125.0,1.0,CryptoCompare,cryptocompare,FONZ,28703,2017-12-30 17:56:08.793684
1.0,24.0,2042,635.0,1.0,CryptoCompare,cryptocompare,FOOD,413886,2017-12-30 17:56:28.525126
,35.0,3052,900.0,1.0,CryptoCompare,cryptocompare,FOREX,30361,2017-12-30 17:56:10.995632
,4.0,212,100.0,,CryptoCompare,cryptocompare,FRAC,4450,2017-12-30 17:56:33.247121
,1.0,177,25.0,,CryptoCompare,cryptocompare,FRAZ,247259,2017-12-30 17:56:01.893709
,10.0,1715,350.0,4.0,CryptoCompare,cryptocompare,FRC,4521,2017-12-30 17:56:33.597916
3.0,7.0,463,330.0,5.0,CryptoCompare,cryptocompare,FRD,409128,2017-12-30 17:56:26.707858
,16.0,1187,450.0,2.0,CryptoCompare,cryptocompare,FRE,34489,2017-12-30 17:56:18.686158
,8.0,911,200.0,,CryptoCompare,cryptocompare,FRK,4522,2017-12-30 17:56:33.346459
,14.0,2051,400.0,2.0,CryptoCompare,cryptocompare,FRN,20991,2017-12-30 17:55:53.430190
9.0,84.0,16767,2365.0,7.0,CryptoCompare,cryptocompare,FRST,45258,2017-12-30 17:56:35.404021
,4.0,654,100.0,0.0,CryptoCompare,cryptocompare,FRWC,24866,2017-12-30 17:56:02.947065
,3.0,590,75.0,,CryptoCompare,cryptocompare,FSC2,5359,2017-12-30 17:56:44.390857
,1.0,464,50.0,1.0,CryptoCompare,cryptocompare,FSN,28081,2017-12-30 17:56:03.245197
12.0,117.0,16862,3520.0,19.0,CryptoCompare,cryptocompare,FST,4523,2017-12-30 17:56:33.587206
25.0,206.0,27415,6150.0,30.0,CryptoCompare,cryptocompare,FTC,4524,2017-12-30 17:56:33.439406
,2.0,256,50.0,,CryptoCompare,cryptocompare,FTP,28131,2017-12-30 17:56:03.377518
4.0,45.0,7803,1565.0,16.0,CryptoCompare,cryptocompare,FUCK,229060,2017-12-30 17:55:59.866145
32.0,181.0,24953,5645.0,32.0,CryptoCompare,cryptocompare,FUEL,292748,2017-12-30 17:56:08.739940
112.0,581.0,65258,18070.0,97.0,CryptoCompare,cryptocompare,FUN,178978,2017-12-30 17:55:45.424388
1.0,21.0,1921,560.0,1.0,CryptoCompare,cryptocompare,FUNC,179018,2017-12-30 17:55:45.016845
,9.0,2769,225.0,,CryptoCompare,cryptocompare,FUTC,6343,2017-12-30 17:56:49.445795
,7.0,1432,200.0,1.0,CryptoCompare,cryptocompare,FUZZ,21708,2017-12-30 17:55:53.503604
1.0,6.0,950,185.0,1.0,CryptoCompare,cryptocompare,FX,28336,2017-12-30 17:56:07.350277
,22.0,1707,575.0,1.0,CryptoCompare,cryptocompare,FYN,180820,2017-12-30 17:55:45.961870
,6.0,396,150.0,0.0,CryptoCompare,cryptocompare,FYP,464920,2017-12-30 17:56:38.790202
,11.0,1141,275.0,,CryptoCompare,cryptocompare,GAIA,5383,2017-12-30 17:56:46.291130
,3.0,208,75.0,,CryptoCompare,cryptocompare,GAKH,38277,2017-12-30 17:56:25.214769
3.0,27.0,2987,755.0,2.0,CryptoCompare,cryptocompare,GAM,6102,2017-12-30 17:56:47.268934
40.0,568.0,58778,15925.0,53.0,CryptoCompare,cryptocompare,GAME,20157,2017-12-30 17:55:49.970700
,12.0,950,325.0,1.0,CryptoCompare,cryptocompare,GAP,20659,2017-12-30 17:55:51.796976
38.0,539.0,31013,15005.0,46.0,CryptoCompare,cryptocompare,GAS,213532,2017-12-30 17:55:52.707092
0.0,44.0,3559,1225.0,5.0,CryptoCompare,cryptocompare,GAT,349487,2017-12-30 17:56:19.445951
5.0,43.0,7689,1325.0,8.0,CryptoCompare,cryptocompare,GAY,28431,2017-12-30 17:56:07.822643
1.0,47.0,3351,1235.0,2.0,CryptoCompare,cryptocompare,GB,26194,2017-12-30 17:56:02.948431
,1.0,243,50.0,1.0,CryptoCompare,cryptocompare,GBIT,42103,2017-12-30 17:56:28.528586
,28.0,3921,750.0,2.0,CryptoCompare,cryptocompare,GBRC,29458,2017-12-30 17:56:09.086960
,10.0,776,275.0,1.0,CryptoCompare,cryptocompare,GBT,20214,2017-12-30 17:55:50.189075
,14.0,2514,375.0,1.0,CryptoCompare,cryptocompare,GBX,398705,2017-12-30 17:56:26.127479
37.0,319.0,34995,12145.0,152.0,CryptoCompare,cryptocompare,GBYTE,30736,2017-12-30 17:56:12.265853
3.0,12.0,2425,430.0,4.0,CryptoCompare,cryptocompare,GCC,30566,2017-12-30 17:56:11.933338
9.0,16.0,2169,1040.0,22.0,CryptoCompare,cryptocompare,GCN,199065,2017-12-30 17:55:49.828990
37.0,98.0,13899,3695.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-30 17:55:42.003500
,8.0,996,200.0,,CryptoCompare,cryptocompare,GDC,4526,2017-12-30 17:56:34.615970
,7.0,365,175.0,,CryptoCompare,cryptocompare,GEA,421896,2017-12-30 17:56:28.664000
,14.0,475,350.0,,CryptoCompare,cryptocompare,GEMZ,5310,2017-12-30 17:56:42.706579
,6.0,713,150.0,,CryptoCompare,cryptocompare,GEN,7588,2017-12-30 17:56:51.080478
1.0,71.0,7806,1985.0,8.0,CryptoCompare,cryptocompare,GEO,3647,2017-12-30 17:56:23.395291
,11.0,1283,350.0,3.0,CryptoCompare,cryptocompare,GER,531089,2017-12-30 17:56:42.390067
,6.0,475,200.0,2.0,CryptoCompare,cryptocompare,GES,377508,2017-12-30 17:56:25.923529
,26.0,1680,650.0,,CryptoCompare,cryptocompare,GFT,394121,2017-12-30 17:56:25.267524
1.0,16.0,1630,460.0,2.0,CryptoCompare,cryptocompare,GGS,180716,2017-12-30 17:55:45.152635
,1.0,272,25.0,,CryptoCompare,cryptocompare,GHC,5336,2017-12-30 17:56:43.380758
,3.0,532,75.0,,CryptoCompare,cryptocompare,GHOUL,8832,2017-12-30 17:56:52.065102
3.0,35.0,7062,980.0,3.0,CryptoCompare,cryptocompare,GHS,5307,2017-12-30 17:56:42.183241
,5.0,276,150.0,1.0,CryptoCompare,cryptocompare,GIFT,38962,2017-12-30 17:56:25.798768
,4.0,766,100.0,,CryptoCompare,cryptocompare,GIG,5366,2017-12-30 17:56:45.168966
2.0,54.0,3738,1495.0,5.0,CryptoCompare,cryptocompare,GIM,243079,2017-12-30 17:56:01.886826
,4.0,951,100.0,,CryptoCompare,cryptocompare,GIVE,3641,2017-12-30 17:56:21.018726
,,312,,,CryptoCompare,cryptocompare,GIZ,21378,2017-12-30 17:55:53.168912
