closed_issues,closed_pull_issues,closed_total_issues,created_at,fork,forks,language,last_push,last_update,open_issues,open_pull_issues,open_total_issues,parent,size,socialsource,source,stars,subscribers,symbol,symbol_id,timestamp_api_call,url
0.0,0.0,0.0,1503253316.0,false,1.0,,1506787198.0,1503451357.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",5,CodeRepository,cryptocompare,0.0,1.0,8S,310852,2017-12-30 17:56:12.418137,https://github.com/CoinCollective/Elite888
0.0,0.0,0.0,1500992202.0,false,0.0,JavaScript,1510045000.0,1510045322.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",191,CodeRepository,cryptocompare,3.0,0.0,ABT,394056,2017-12-30 17:56:25.620889,https://github.com/abt-technologies/abt-protocol
0.0,0.0,0.0,1512964108.0,false,0.0,C++,1512964151.0,1512964154.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2797,CodeRepository,cryptocompare,0.0,0.0,AC3,517389,2017-12-30 17:56:40.201146,https://github.com/ac3world/AC3
0.0,0.0,0.0,1500038512.0,false,6.0,C++,1510759749.0,1514464627.0,2.0,0.0,2,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2809,CodeRepository,cryptocompare,13.0,4.0,ACC,249821,2017-12-30 17:56:02.389842,https://github.com/adcoin-project/AdCoin
0.0,0.0,0.0,1469737152.0,false,0.0,C,1469737617.0,1469737621.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3311,CodeRepository,cryptocompare,0.0,1.0,ACES,45617,2017-12-30 17:56:37.605361,https://github.com/aces-coin/AcesCoin
0.0,0.0,0.0,1476588801.0,false,0.0,C++,1480274732.0,1488648044.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",29530,CodeRepository,cryptocompare,0.0,1.0,ACN,35949,2017-12-30 17:56:19.814990,https://github.com/arjunmsh/avoncoin
0.0,0.0,0.0,1460042274.0,false,0.0,C++,1460366381.0,1460042442.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3165,CodeRepository,cryptocompare,0.0,2.0,ACP,6476,2017-12-30 17:56:49.377540,https://github.com/AnarchistsPrime/anarch101
2.0,68.0,70.0,1504777037.0,false,21.0,C++,1513676566.0,1514646112.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",151488,CodeRepository,cryptocompare,65.0,13.0,ACT*,446372,2017-12-30 17:56:33.343085,https://github.com/Achain-Dev/Achain
527.0,1598.0,2125.0,1476452678.0,false,147.0,Haskell,1514677262.0,1514678527.0,18.0,67.0,85,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",80550,CodeRepository,cryptocompare,1130.0,204.0,ADA,321992,2017-12-30 17:56:12.895730,https://github.com/input-output-hk/cardano-sl
0.0,0.0,0.0,1455891992.0,false,0.0,C++,1455892022.0,1455892162.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3867,CodeRepository,cryptocompare,0.0,1.0,ADCN,20907,2017-12-30 17:55:52.740737,https://github.com/asiadigicoin/asiadigicoin
0.0,0.0,0.0,1396707659.0,true,1.0,TypeScript,1456856269.0,1406472860.0,0.0,2.0,2,"{u'Url': u'https://github.com/litecoin-project/litecoin', u'Name': u'litecoin', u'InternalId': -1}",51640,CodeRepository,cryptocompare,1.0,2.0,ADN,21007,2017-12-30 17:55:52.608746,https://github.com/chrisfranko/aiden
0.0,0.0,0.0,1497783121.0,false,3.0,JavaScript,1512749881.0,1514661895.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",66,CodeRepository,cryptocompare,9.0,6.0,ADX,170452,2017-12-30 17:55:44.278390,https://github.com/AdExBlockchain/adex-token
0.0,0.0,0.0,1450274608.0,false,2.0,C++,1450281076.0,1475498412.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",10146,CodeRepository,cryptocompare,1.0,5.0,ADZ,20656,2017-12-30 17:55:50.890483,https://github.com/AdzCoin/adzcoin
48.0,65.0,113.0,1402046534.0,false,103.0,C++,1514632817.0,1514673507.0,18.0,2.0,20,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6537,CodeRepository,cryptocompare,180.0,80.0,AEON,20730,2017-12-30 17:55:51.267477,https://github.com/aeonix/aeon
0.0,5.0,5.0,1513384790.0,false,3.0,C++,1514656371.0,1513991637.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",14347,CodeRepository,cryptocompare,4.0,6.0,AIB,20806,2017-12-30 17:55:52.418572,https://github.com/iobond/aib
0.0,0.0,0.0,1505088751.0,false,10.0,JavaScript,1510843045.0,1514639424.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",386,CodeRepository,cryptocompare,11.0,7.0,AION,431235,2017-12-30 17:56:29.407622,https://github.com/gonuco/aion.erc.contract
0.0,0.0,0.0,1499659173.0,false,0.0,,1505275359.0,1510773570.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",11,CodeRepository,cryptocompare,1.0,1.0,AIR,338555,2017-12-30 17:56:18.031784,https://github.com/AirFoxOfficial/AirTokenContract
0.0,0.0,0.0,1468170109.0,false,0.0,C++,1468170150.0,1468170153.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2726,CodeRepository,cryptocompare,0.0,1.0,AIR*,30182,2017-12-30 17:56:11.546593,https://github.com/airdevcoin/air
0.0,0.0,0.0,1466356934.0,false,0.0,C,1466357656.0,1466357659.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3522,CodeRepository,cryptocompare,0.0,1.0,ALC,33401,2017-12-30 17:56:16.256243,https://github.com/arableague/ArabLeagueCoin
0.0,0.0,0.0,1487282766.0,false,3.0,C++,1487408739.0,1487408742.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2015,CodeRepository,cryptocompare,0.0,1.0,ALEX,45607,2017-12-30 17:56:37.490527,https://github.com/alexandriteproject/alexandrite
0.0,0.0,0.0,1509515629.0,false,2.0,C++,1513104106.0,1514386908.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6710,CodeRepository,cryptocompare,6.0,7.0,ALQO,402782,2017-12-30 17:56:26.427145,https://github.com/ALQOCRYPTO/ALQO
0.0,0.0,0.0,1504890271.0,false,7.0,C++,1514110349.0,1513167023.0,2.0,6.0,8,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",62128,CodeRepository,cryptocompare,5.0,3.0,ALTCOM,369110,2017-12-30 17:56:21.838401,https://github.com/altcommunitycoin/altcommunitycoin-skunk
0.0,2.0,2.0,1486057664.0,false,3.0,,1505278142.0,1512136495.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",25,CodeRepository,cryptocompare,1.0,3.0,AMIS,57676,2017-12-30 17:56:46.771023,https://github.com/amisolution/ERC20-AMIS
6.0,5.0,11.0,1423953029.0,false,7.0,CSS,1463331837.0,1508283452.0,5.0,0.0,5,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",14776,CodeRepository,cryptocompare,5.0,19.0,AMP,18244,2017-12-30 17:55:45.978701,https://github.com/synereo/blog.synereo.com
6.0,3.0,9.0,1422974578.0,false,5.0,HTML,1469223201.0,1492045113.0,5.0,0.0,5,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",23516,CodeRepository,cryptocompare,7.0,11.0,AMP,18244,2017-12-30 17:55:45.978701,https://github.com/synereo/synereo.github.io
2.0,0.0,2.0,1488190269.0,false,1.0,C++,1493152781.0,1514477105.0,3.0,0.0,3,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4968,CodeRepository,cryptocompare,1.0,6.0,AMS,15284,2017-12-30 17:55:43.401288,https://github.com/CoinProjects/AmsterdamCoin
0.0,0.0,0.0,1490122467.0,false,1.0,,1490122562.0,1490122467.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3654,CodeRepository,cryptocompare,0.0,0.0,AMY,59304,2017-12-30 17:56:46.572519,https://github.com/amygws/Amygws-AMY-
0.0,2.0,2.0,1509242389.0,false,5.0,C++,1511701698.0,1514522202.0,9.0,3.0,12,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",71831,CodeRepository,cryptocompare,7.0,15.0,ANC,27370,2017-12-30 17:56:03.072766,https://github.com/Anoncoin/anoncoin
2.0,8.0,10.0,1491303352.0,false,28.0,JavaScript,1514548266.0,1514630586.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3279,CodeRepository,cryptocompare,60.0,24.0,ANT,78152,2017-12-30 17:56:51.749579,https://github.com/aragon/aragon-network-token
0.0,0.0,0.0,1445209209.0,false,3.0,C++,1459324694.0,1477325289.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3261,CodeRepository,cryptocompare,1.0,7.0,ANTI,20828,2017-12-30 17:55:51.745805,https://github.com/antibitcoin/AntiBitcoin-source
0.0,0.0,0.0,1447388938.0,false,10.0,C++,1453686075.0,1499999492.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",35853,CodeRepository,cryptocompare,4.0,4.0,APC,20722,2017-12-30 17:55:52.902809,https://github.com/maxsnowzz/Alpacoin
0.0,0.0,0.0,1408316705.0,false,0.0,TypeScript,1411064953.0,1411063757.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1992,CodeRepository,cryptocompare,0.0,1.0,APT,60419,2017-12-30 17:56:47.094346,https://github.com/aptcoin/aptcoin
,,,1501690939.0,false,2.0,Erlang,1514053286.0,1514157190.0,,,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",845,CodeRepository,cryptocompare,24.0,10.0,AR*,251598,2017-12-30 17:56:02.586317,https://github.com/ArchainTeam/archain
0.0,0.0,0.0,1507202747.0,false,0.0,JavaScript,1507204417.0,1507204125.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",41,CodeRepository,cryptocompare,1.0,1.0,ARBI,334856,2017-12-30 17:56:15.585338,https://github.com/ArbiExpert/ARBI-Token
3.0,3.0,6.0,1471902355.0,false,15.0,C++,1504388158.0,1514231852.0,5.0,0.0,5,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7574,CodeRepository,cryptocompare,12.0,9.0,ARC,188615,2017-12-30 17:55:45.680864,https://github.com/ArcticCore/arcticcoin
0.0,3.0,3.0,1413907294.0,false,6.0,C++,1450147144.0,1438628808.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2791,CodeRepository,cryptocompare,4.0,7.0,ARCH,4331,2017-12-30 17:56:30.668140,https://github.com/EdgarSoares/ARCH
0.0,0.0,0.0,1482534554.0,true,1.0,C++,1501628513.0,1496564139.0,0.0,0.0,0,"{u'Url': u'https://github.com/JohnDolittle/blackcoin-old', u'Name': u'blackcoin-old', u'InternalId': -1}",17108,CodeRepository,cryptocompare,2.0,4.0,ARCO,34506,2017-12-30 17:56:18.338922,https://github.com/AquariusNetwork/ARCO
0.0,0.0,0.0,1488248981.0,false,0.0,C++,1488271052.0,1488249165.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",15427,CodeRepository,cryptocompare,0.0,0.0,ARGUS,70352,2017-12-30 17:56:49.483796,https://github.com/argusdev17/ARGUS
10.0,11.0,21.0,1478884085.0,false,74.0,JavaScript,1513176687.0,1514661652.0,18.0,15.0,33,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4670,CodeRepository,cryptocompare,88.0,41.0,ARK,32699,2017-12-30 17:56:14.350315,https://github.com/ArkEcosystem/ark-node
0.0,0.0,0.0,1474219241.0,false,0.0,C++,1474219265.0,1474219268.0,,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1953,CodeRepository,cryptocompare,0.0,0.0,ARM,28654,2017-12-30 17:56:07.559911,https://github.com/armorycoin/armorysource
0.0,0.0,0.0,1433365148.0,false,2.0,C++,1433535740.0,1481368213.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3664,CodeRepository,cryptocompare,0.0,2.0,ARPA,60618,2017-12-30 17:56:45.936941,https://github.com/arpacoin/arpacoin
0.0,0.0,0.0,1497605027.0,false,1.0,C++,1498121094.0,1514501395.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4054,CodeRepository,cryptocompare,1.0,1.0,ASAFE2,38367,2017-12-30 17:56:25.450833,https://github.com/Securitybank/Allsafe2
0.0,0.0,0.0,1506066342.0,false,3.0,C++,1506066366.0,1509168490.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3604,CodeRepository,cryptocompare,0.0,0.0,ATCC,339419,2017-12-30 17:56:17.593178,https://github.com/atccoin2017/atccoin
,,,,undefined,0.0,undefined,,,,,undefined,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",undefined,CodeRepository,cryptocompare,0.0,0.0,ATKN,310392,2017-12-30 17:56:12.125397,undefined
0.0,0.0,0.0,1443209107.0,false,1.0,C++,1443209426.0,1443209428.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3728,CodeRepository,cryptocompare,0.0,1.0,ATM,28023,2017-12-30 17:56:03.061288,https://github.com/Autumncoindev/ATM
0.0,0.0,0.0,1491444248.0,false,0.0,C++,1491444693.0,1503430177.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2532,CodeRepository,cryptocompare,2.0,4.0,ATMS,61902,2017-12-30 17:56:49.096131,https://github.com/asphyxiating/atmostemp
0.0,0.0,0.0,1475190224.0,false,0.0,C++,1475192585.0,1475192588.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3706,CodeRepository,cryptocompare,0.0,0.0,ATOM,29721,2017-12-30 17:56:09.939633,https://github.com/Atomic-coin/ATOM-Atomic-coin
0.0,0.0,0.0,1470369880.0,false,0.0,C++,1480687108.0,1470370076.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",78631,CodeRepository,cryptocompare,0.0,0.0,ATX,33871,2017-12-30 17:56:16.625493,https://github.com/johnhunt123/artexcoin
0.0,0.0,0.0,1481669262.0,false,3.0,C++,1481995994.0,1482766408.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3885,CodeRepository,cryptocompare,4.0,5.0,AURS,341400,2017-12-30 17:56:18.702135,https://github.com/aureus22/aureus-sourcecode
0.0,0.0,0.0,1491282343.0,false,1.0,C++,1511724350.0,1491282624.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",5328,CodeRepository,cryptocompare,0.0,2.0,AURS,341400,2017-12-30 17:56:18.702135,https://github.com/hideoussquid/aureus-12-bitcore
0.0,0.0,0.0,1449685933.0,false,0.0,C++,1449686242.0,1449686251.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4467,CodeRepository,cryptocompare,0.0,2.0,AV,38026,2017-12-30 17:56:24.416248,https://github.com/avatarcoin/avatarcoin
0.0,0.0,0.0,1512790125.0,true,0.0,C++,1512791107.0,1512790183.0,0.0,0.0,0,"{u'Url': u'https://github.com/amjuarez/bytecoin', u'Name': u'bytecoin', u'InternalId': -1}",20436,CodeRepository,cryptocompare,0.0,0.0,AVE,362627,2017-12-30 17:56:20.924994,https://github.com/avestadev/avesta-core
3.0,4.0,7.0,1472211358.0,false,0.0,C++,1480449420.0,1477371803.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4263,CodeRepository,cryptocompare,2.0,3.0,B3,28333,2017-12-30 17:56:07.521622,https://github.com/B3-Coin/B3_Coin
0.0,0.0,0.0,1444694854.0,false,0.0,,1445133331.0,1444701825.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",47000,CodeRepository,cryptocompare,0.0,1.0,BAC,20348,2017-12-30 17:55:50.074434,https://github.com/maxsnowzz/BitAlphaCoin
0.0,0.0,0.0,1443815420.0,false,0.0,C++,1443815702.0,1443815704.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4872,CodeRepository,cryptocompare,0.0,1.0,BAN,43247,2017-12-30 17:56:29.770302,https://github.com/marksize/lowered
0.0,0.0,0.0,1507063265.0,false,0.0,,1514663264.0,1507063265.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",333,CodeRepository,cryptocompare,0.0,0.0,BAR,354771,2017-12-30 17:56:19.340027,https://github.com/tbis-inc/TBIS
4.0,0.0,4.0,1483168016.0,false,97.0,C++,1505990916.0,1514634617.0,35.0,0.0,35,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",86728,CodeRepository,cryptocompare,86.0,39.0,BCCOIN,35165,2017-12-30 17:56:19.476675,https://github.com/bitconnectcoin/bitconnectcoin
0.0,0.0,0.0,1511303932.0,false,6.0,C++,1511873292.0,1513512805.0,2.0,0.0,2,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",52058,CodeRepository,cryptocompare,6.0,4.0,BCD,409492,2017-12-30 17:56:26.521651,https://github.com/Bitcoin-Diamond/BitcoinDiamond
0.0,0.0,0.0,1418007956.0,false,6.0,C++,1418009004.0,1418009005.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2312,CodeRepository,cryptocompare,0.0,1.0,BCF,34854,2017-12-30 17:56:18.662407,https://github.com/BitCoinFastTeam/bitcoinfast
49.0,17.0,66.0,1394362056.0,false,3291.0,C++,1513342172.0,1514646075.0,115.0,10.0,125,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",20271,CodeRepository,cryptocompare,294.0,102.0,BCN,5280,2017-12-30 17:56:40.259643,https://github.com/amjuarez/bytecoin
0.0,0.0,0.0,1499428773.0,false,3.0,C++,1511553169.0,1514649411.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",27788,CodeRepository,cryptocompare,6.0,2.0,BCO*,422188,2017-12-30 17:56:28.886376,https://github.com/CryptoBridge/bridgecoin
0.0,0.0,0.0,1441205451.0,false,2.0,JavaScript,1453709800.0,1457339990.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",12616,CodeRepository,cryptocompare,1.0,7.0,BCY,20315,2017-12-30 17:55:50.949880,https://github.com/everdreamsoft/bitcrystalsbox
0.0,2.0,2.0,1505286024.0,false,5.0,JavaScript,1511770787.0,1514495134.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",89,CodeRepository,cryptocompare,11.0,4.0,BDG,423754,2017-12-30 17:56:28.695407,https://github.com/bitdegree/bitdegree-token-crowdsale
0.0,0.0,0.0,1491939171.0,false,3.0,C++,1504508959.0,1493093159.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6139,CodeRepository,cryptocompare,0.0,4.0,BDL,374294,2017-12-30 17:56:23.801076,https://github.com/bitdeal/bitdeal
0.0,0.0,0.0,1391833817.0,false,5.0,C++,1495747361.0,1514217030.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3179,CodeRepository,cryptocompare,2.0,4.0,BELA,21239,2017-12-30 17:55:53.366234,https://github.com/bellacoin/bellacoin
0.0,0.0,0.0,1470652321.0,false,2.0,C++,1505778550.0,1513794912.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4821,CodeRepository,cryptocompare,1.0,2.0,BENJI,71884,2017-12-30 17:56:50.163401,https://github.com/BelligerentFool/BenjiRolls
0.0,5.0,5.0,1513384790.0,false,3.0,C++,1514656371.0,1513991637.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",14347,CodeRepository,cryptocompare,4.0,6.0,BERN,20817,2017-12-30 17:55:51.551838,https://github.com/iobond/aib
0.0,0.0,0.0,1490090457.0,false,0.0,C++,1491818266.0,1513776661.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4912,CodeRepository,cryptocompare,0.0,0.0,BEST,56246,2017-12-30 17:56:45.905563,https://github.com/BestChain/Source
0.0,0.0,0.0,1471680354.0,false,1.0,C++,1474541907.0,1479165017.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3362,CodeRepository,cryptocompare,0.0,1.0,BHC,29559,2017-12-30 17:56:09.790099,https://github.com/bighancoin/bighancoin
0.0,0.0,0.0,1499820963.0,false,2.0,C++,1505050223.0,1511227370.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1857,CodeRepository,cryptocompare,3.0,3.0,BHC*,369029,2017-12-30 17:56:23.941018,https://github.com/blackholecoin/blackholecoin-master
0.0,0.0,0.0,1488532470.0,false,2.0,C++,1488533616.0,1488532550.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4695,CodeRepository,cryptocompare,0.0,1.0,BIOB,50734,2017-12-30 17:56:40.217996,https://github.com/sassafrasstubby/BioBar
0.0,0.0,0.0,1437586425.0,false,2.0,C++,1459087999.0,1497222201.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4259,CodeRepository,cryptocompare,2.0,1.0,BIOS,20209,2017-12-30 17:55:49.280396,https://github.com/bioscrypto/bioscrypto
0.0,0.0,0.0,1471474770.0,true,4.0,C++,1509768999.0,1484588344.0,1.0,2.0,3,"{u'Url': u'https://github.com/cryptonotefoundation/cryptonote', u'Name': u'cryptonote', u'InternalId': -1}",20010,CodeRepository,cryptocompare,3.0,6.0,BIP,33936,2017-12-30 17:56:18.003767,https://github.com/BEASTLICK-INTERNET-POLICY-COMMISSION/bipcoin
112.0,30.0,142.0,1437653205.0,false,37.0,Python,1514564120.0,1514498140.0,24.0,0.0,24,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",479217,CodeRepository,cryptocompare,72.0,29.0,BIS,322963,2017-12-30 17:56:12.980354,https://github.com/hclivess/Bismuth
0.0,3.0,3.0,1424809449.0,true,6.0,C++,1509906860.0,1510850934.0,2.0,0.0,2,"{u'Url': u'https://github.com/nokat/bitbean', u'Name': u'bitbean', u'InternalId': -1}",16997,CodeRepository,cryptocompare,4.0,17.0,BITB,4338,2017-12-30 17:56:30.881130,https://github.com/TeamBitBean/bitbean-core
0.0,0.0,0.0,1489487052.0,false,2.0,C++,1493558427.0,1493558197.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7976,CodeRepository,cryptocompare,0.0,2.0,BITOK,81445,2017-12-30 17:56:51.529332,https://github.com/bitokproject/bitok
0.0,0.0,0.0,1500389024.0,false,0.0,JavaScript,1500389062.0,1500389064.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",53,CodeRepository,cryptocompare,0.0,0.0,BITSD,198251,2017-12-30 17:55:48.009146,https://github.com/bitsdigit/BITSD_TOKEN
0.0,0.0,0.0,1494789630.0,false,2.0,C++,1504567838.0,1504794896.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2377,CodeRepository,cryptocompare,0.0,1.0,BLAS,253707,2017-12-30 17:56:02.775388,https://github.com/Blakestarcoin/BLASS
0.0,0.0,0.0,1491076437.0,false,1.0,C++,1491278855.0,1491076476.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4179,CodeRepository,cryptocompare,0.0,1.0,BLAZR,60424,2017-12-30 17:56:47.065007,https://github.com/FlikkaFlak/blazercoin
30.0,32.0,62.0,1392210421.0,true,117.0,C++,1493778214.0,1512520076.0,8.0,0.0,8,"{u'Url': u'https://github.com/novacoin-project/novacoin', u'Name': u'novacoin', u'InternalId': 4579, u'InternalData': {u'Name': u'NovaCoin', u'Url': u'/coins/nvc/', u'Symbol': u'NVC', u'Id': 4579, u'Type': u'Webpagecoinp', u'ImageUrl': u'/media/20713/nvc.png'}}",16322,CodeRepository,cryptocompare,105.0,72.0,BLK,4339,2017-12-30 17:56:31.702448,https://github.com/JohnDolittle/blackcoin-old
