CoinName,PreMinedValue,Name,Algorithm,FullyPremined,Url,ImageUrl,Id,ProofType,Sponsored,SortOrder,TotalCoinSupply,FullName,TotalCoinsFreeFloat,Symbol,source,timestamp_api_call
E-CurrencyCoin,,ECC,Scrypt,0,/coins/ecc/overview,/media/1383546/ecc.png,129013,PoW/PoS,False,1250,25000000000,E-CurrencyCoin (ECC),,ECC,cryptocompare,2017-12-30 17:32:32.509228
Patientory,,PTOY,,0,/coins/ptoy/overview,/media/1383547/ptoy.png,129035,,False,1251,100002000,Patientory (PTOY),,PTOY,cryptocompare,2017-12-30 17:32:32.509228
ZrCoin,,ZRC,,0,/coins/zrc/overview,/media/1383548/xzc.png,129604,,False,1252,4988894,ZrCoin (ZRC),,ZRC,cryptocompare,2017-12-30 17:32:32.509228
Paycon,,CON_,X13,0,/coins/con_/overview,/media/20717/con_.png,12985,PoW/PoS,False,469,50000000,Paycon (CON_),,CON,cryptocompare,2017-12-30 17:32:32.509228
NeuCoin,,NEU*,,0,/coins/neustar/overview,/media/20721/neu.png,13044,PoS,False,470,100000000000,NeuCoin (NEU*),,NEU*,cryptocompare,2017-12-30 17:32:32.509228
Transfer,,TX,X11,0,/coins/tx/overview,/media/20722/tx.png,13045,PoW/PoS,False,471,0,Transfer (TX),,TX,cryptocompare,2017-12-30 17:32:32.509228
Groestlcoin ,,GRS,Groestl,0,/coins/grs/overview,/media/20309/grs.png,13070,PoW,False,472,105000000,Groestlcoin  (GRS),,GRS,cryptocompare,2017-12-30 17:32:32.509228
Siacoin,,SC,Blake2b,0,/coins/sc/overview,/media/20726/siacon-logo.png,13072,PoW,False,473,0,Siacoin (SC),,SC,cryptocompare,2017-12-30 17:32:32.509228
CleverCoin,,CLV,,0,/coins/clv/overview,/media/20727/clv.png,13074,PoS/PoW,False,474,0,CleverCoin (CLV),,CLV,cryptocompare,2017-12-30 17:32:32.509228
Lykke,,LKK,,1,/coins/lkk/overview,/media/1383553/lkk.png,130939,,False,1253,1285690000,Lykke (LKK),,LKK,cryptocompare,2017-12-30 17:32:32.509228
Espers,,ESP,HMQ1725,0,/coins/esp/overview,/media/14761907/esp.png,130951,PoW/PoS,False,1254,50000000000,Espers (ESP),,ESP,cryptocompare,2017-12-30 17:32:32.509228
SatoshiMadness,,MAD,PoS,0,/coins/mad/overview,/media/1383556/mad.png,131079,PoS,False,1255,2000000000,SatoshiMadness (MAD),,MAD,cryptocompare,2017-12-30 17:32:32.509228
Dynamic,,DYN,Argon2,0,/coins/dyn/overview,/media/1383557/dyn.png,131111,PoW,False,1256,44738100,Dynamic (DYN),,DYN,cryptocompare,2017-12-30 17:32:32.509228
Sequence,,SEQ,Scrypt,0,/coins/seq/overview,/media/1383558/seq.png,131112,PoW/PoS,False,1257,,Sequence (SEQ),,SEQ,cryptocompare,2017-12-30 17:32:32.509228
MCAP,,MCAP,,0,/coins/mcap/overview,/media/1383559/mcap.png,131154,,False,1258,100000000,MCAP (MCAP),,MCAP,cryptocompare,2017-12-30 17:32:32.509228
Factoids,,FCT,,1,/coins/fct/overview,/media/1382863/fct1.png,13280,,False,475,8753873,Factoids (FCT),,FCT,cryptocompare,2017-12-30 17:32:32.509228
LyraBar,,LYB,Lyra2RE,0,/coins/lyb/overview,/media/20339/lyb.png,13281,PoW/PoS,False,476,0,LyraBar (LYB),,LYB,cryptocompare,2017-12-30 17:32:32.509228
Mysterium,,MYST,,0,/coins/myst/overview,/media/1383561/myst.png,136190,,False,1259,32433366,Mysterium (MYST),,MYST,cryptocompare,2017-12-30 17:32:32.509228
Veritaseum,,VERI,,0,/coins/veri/overview,/media/1383562/veri.png,136211,,False,1260,100000000,Veritaseum (VERI),,VERI,cryptocompare,2017-12-30 17:32:32.509228
SONM,,SNM,,0,/coins/snm/overview,/media/1383564/snm.png,136244,,False,1261,444000000,SONM (SNM),,SNM,cryptocompare,2017-12-30 17:32:32.509228
Skycoin,,SKY,,0,/coins/sky/overview,/media/1383565/sky.png,136269,,False,1262,100000000,Skycoin (SKY),,SKY,cryptocompare,2017-12-30 17:32:32.509228
Cofound.it,,CFI,,0,/coins/cfi/overview,/media/1383567/cfi.png,136984,,False,1263,500000000,Cofound.it (CFI),,CFI,cryptocompare,2017-12-30 17:32:32.509228
Status Network Token,,SNT,,0,/coins/snt/overview,/media/1383568/snt.png,137013,,False,1264,6804870175,Status Network Token (SNT),,SNT,cryptocompare,2017-12-30 17:32:32.509228
AventCoin,,AVT,,0,/coins/avt/overview,/media/1383599/avt.png,138642,,False,1265,10000000,AventCoin (AVT),,AVT,cryptocompare,2017-12-30 17:32:32.509228
Civic,,CVC,,0,/coins/cvc/overview,/media/1383611/cvc.png,139467,,False,1266,1000000000,Civic (CVC),,CVC,cryptocompare,2017-12-30 17:32:32.509228
iXledger,,IXT,,0,/coins/ixt/overview,/media/1383612/ixt.png,141171,,False,1267,65778843.8311,iXledger (IXT),,IXT,cryptocompare,2017-12-30 17:32:32.509228
Dent,,DENT,,0,/coins/dent/overview,/media/1383613/dent.png,141331,,False,1268,100000000000,Dent (DENT),,DENT,cryptocompare,2017-12-30 17:32:32.509228
Ethos,,ETHOS,,0,/coins/ethos/overview,/media/16404851/ethos.png,141464,,False,1269,222295208.2384,Ethos (ETHOS),,BQX,cryptocompare,2017-12-30 17:32:32.509228
Starta,,STA,,0,/coins/sta/overview,/media/1383620/crs.png,150519,,False,1270,,Starta (STA),,STA,cryptocompare,2017-12-30 17:32:32.509228
True Flip Lottery,,TFL,,0,/coins/tfl/overview,/media/1383621/tfl.png,150545,,False,1271,8924667.5762055,True Flip Lottery (TFL),,TFL,cryptocompare,2017-12-30 17:32:32.509228
BitStone,,BST,X11,0,/coins/bst/overview,/media/350558/bst.png,15272,PoW/PoS,False,477,,BitStone (BST),,BST,cryptocompare,2017-12-30 17:32:32.509228
Prime-X1,,PXI,X11,0,/coins/pxi/overview,/media/350559/pxi.png,15274,PoW,False,478,,Prime-X1 (PXI),,PXI,cryptocompare,2017-12-30 17:32:32.509228
CapriCoin,,CPC,X11,0,/coins/cpc/overview,/media/350560/cpc.png,15282,PoW/PoS,False,479,208000000,CapriCoin (CPC),,CPC,cryptocompare,2017-12-30 17:32:32.509228
Amsterdam Coin,,AMS,Quark,0,/coins/ams/overview,/media/350562/ams.png,15284,PoW/PoS,False,480,,Amsterdam Coin (AMS),,AMS,cryptocompare,2017-12-30 17:32:32.509228
Obits Coin,,OBITS,,1,/coins/obits/overview,/media/350565/obits.png,15323,,False,481,18276898,Obits Coin (OBITS),,OBITS,cryptocompare,2017-12-30 17:32:32.509228
 ClubCoin,,CLUB,Scrypt,0,/coins/club/overview,/media/350609/club.png,15869,PoW/PoS,False,482,, ClubCoin (CLUB),,CLUB,cryptocompare,2017-12-30 17:32:32.509228
Radium,,RADS,,0,/coins/rads/overview,/media/350610/rads.png,15870,PoS,False,483,9000000,Radium (RADS),,RADS,cryptocompare,2017-12-30 17:32:32.509228
Emercoin,,EMC,SHA256,0,/coins/emc/overview,/media/350611/emc.png,15876,PoW/PoS,False,484,1000000000,Emercoin (EMC),,EMC,cryptocompare,2017-12-30 17:32:32.509228
BlitzCoin,,BLITZ,X13,0,/coins/blitz/overview,/media/350612/blitz.png,15879,PoS,False,485,3852156,BlitzCoin (BLITZ),,BLITZ,cryptocompare,2017-12-30 17:32:32.509228
BitHIRE,,HIRE*,Scrypt,0,/coins/hirestar/overview,/media/350613/hire.png,15882,PoS,False,486,42000000,BitHIRE (HIRE*),,HIRE*,cryptocompare,2017-12-30 17:32:32.509228
EverGreenCoin,,EGC,X15,0,/coins/egc/overview,/media/350614/egc.png,15885,PoW/PoS,False,487,26298000,EverGreenCoin (EGC),,EGC,cryptocompare,2017-12-30 17:32:32.509228
MindCoin,,MND,X11,0,/coins/mnd/overview,/media/350616/mnd.png,15888,PoW,False,488,16000000,MindCoin (MND),,MND,cryptocompare,2017-12-30 17:32:32.509228
I0coin,,I0C,SHA256,0,/coins/i0c/overview,/media/350691/i0c.png,16123,PoW,False,489,21000000,I0coin (I0C),,I0C,cryptocompare,2017-12-30 17:32:32.509228
Bata,,BTA,Scrypt,0,/coins/bta/overview,/media/1383113/bta1.png,16125,PoW,False,490,5000000,Bata (BTA),,BTA,cryptocompare,2017-12-30 17:32:32.509228
Karmacoin,,KARM,Scrypt,0,/coins/karm/overview,/media/350693/karm.png,16127,PoW,False,491,92,Karmacoin (KARM),,KARM,cryptocompare,2017-12-30 17:32:32.509228
Ergo,,EFYT,,0,/coins/efyt/overview,/media/1383646/efyt.png,165555,,False,1272,150000,Ergo (EFYT),,EFYT,cryptocompare,2017-12-30 17:32:32.509228
Tezos,,XTZ,,0,/coins/xtz/overview,/media/1383651/xbt.png,166390,DPoS,False,1273,,Tezos (XTZ),,XTZ,cryptocompare,2017-12-30 17:32:32.509228
EOS,,EOS,DPoS,0,/coins/eos/overview,/media/1383652/eos_1.png,166503,DPoS,False,1274,1000000000,EOS (EOS),,EOS,cryptocompare,2017-12-30 17:32:32.509228
Monaco,,MCO,,0,/coins/mco/overview,/media/1383653/mco.jpg,166548,,False,1275,31587682.3632061,Monaco (MCO),,MCO,cryptocompare,2017-12-30 17:32:32.509228
Numerai,,NMR,,0,/coins/nmr/overview,/media/1383655/nmr.png,166594,,False,1276,2297106,Numerai (NMR),,NMR,cryptocompare,2017-12-30 17:32:32.509228
Decred,,DCR,BLAKE256,0,/coins/dcr/overview,/media/1382607/decred.png,16713,PoW/PoS,False,492,21000000,Decred (DCR),,DCR,cryptocompare,2017-12-30 17:32:32.509228
Nas2Coin,,NAS2,,0,/coins/nas2/overview,/media/350776/nas2.png,16717,PoS,False,493,200000000,Nas2Coin (NAS2),,NAS2,cryptocompare,2017-12-30 17:32:32.509228
Pakcoin,,PAK,Scrypt,0,/coins/pak/overview,/media/350788/pak.png,17006,PoW,False,494,182000000,Pakcoin (PAK),,PAK,cryptocompare,2017-12-30 17:32:32.509228
AdEx,,ADX,,0,/coins/adx/overview,/media/1383667/adx1.png,170452,,False,1277,100000000,AdEx (ADX),,ADX,cryptocompare,2017-12-30 17:32:32.509228
Quantum,,QAU,,0,/coins/qau/overview,/media/1383669/qau.png,170958,,False,1278,246855127,Quantum (QAU),,QAU,cryptocompare,2017-12-30 17:32:32.509228
EcoBit,,ECOB,,0,/coins/ecob/overview,/media/1383670/ecob.png,171390,,False,1279,,EcoBit (ECOB),,ECOB,cryptocompare,2017-12-30 17:32:32.509228
Polybius,,PLBT,,0,/coins/plbt/overview,/media/1383671/polybius.png,171884,,False,1280,20000000,Polybius (PLBT),,PLBT,cryptocompare,2017-12-30 17:32:32.509228
Tether,,USDT,,0,/coins/usdt/overview,/media/1383672/usdt.png,171986,,False,1281,,Tether (USDT),,USDT,cryptocompare,2017-12-30 17:32:32.509228
RaiBlocks,,XRB,Blake2b,0,/coins/xrb/overview,/media/1383674/xrb.png,172091,PoW,False,1282,340282367,RaiBlocks (XRB),,XRB,cryptocompare,2017-12-30 17:32:32.509228
Creditbit ,,CRB,,0,/coins/crb/overview,/media/1382904/crbit1.png,17547,,False,495,16504333,Creditbit  (CRB),,CRB,cryptocompare,2017-12-30 17:32:32.509228
DogeCoinDark,,DOGED,Scrypt,0,/coins/doged/overview,/media/20029/doged.png,17549,PoW,False,496,16500000000,DogeCoinDark (DOGED),,DOGED,cryptocompare,2017-12-30 17:32:32.509228
Ahoolee,,AHT,Ethash,0,/coins/aht/overview,/media/1383688/ahc.png,175611,PoW,False,1283,100000000,Ahoolee (AHT),,AHT,cryptocompare,2017-12-30 17:32:32.509228
ATB coin,,ATB,SHA256,0,/coins/atb/overview,/media/1383689/atb.png,175618,PoW,False,1284,,ATB coin (ATB),,ATB,cryptocompare,2017-12-30 17:32:32.509228
Blocktix,,TIX,,0,/coins/tix/overview,/media/1383690/tix.png,175671,,False,1285,62500000,Blocktix (TIX),,TIX,cryptocompare,2017-12-30 17:32:32.509228
ChanCoin,,4CHN,Scrypt,0,/coins/4chn/overview,/media/1383831/chan2.png,175683,PoW,False,1286,30000000,ChanCoin (4CHN),,4CHN,cryptocompare,2017-12-30 17:32:32.509228
Compcoin,,CMP,,0,/coins/cmp/overview,/media/1383692/compcoin.png,176004,,False,1287,10000000,Compcoin (CMP),,CMP,cryptocompare,2017-12-30 17:32:32.509228
Rivetz,,RVT,,0,/coins/rvt/overview,/media/1383694/rvt.png,176280,,False,1288,200000000,Rivetz (RVT),,RVT,cryptocompare,2017-12-30 17:32:32.509228
Harbour DAO,,HRB,,0,/coins/hrb/overview,/media/1383695/hrb.png,176336,,False,1289,19.125,Harbour DAO (HRB),,HRB,cryptocompare,2017-12-30 17:32:32.509228
Nimiq Exchange Token,,NET*,,0,/coins/netstar/overview,/media/1383697/net1.png,176669,,False,1290,10500000,Nimiq Exchange Token (NET*),,NET*,cryptocompare,2017-12-30 17:32:32.509228
8 Circuit Studios,,8BT,,0,/coins/8bt/overview,/media/1383698/8bt.png,177124,,False,1291,100000000,8 Circuit Studios (8BT),,8BT,cryptocompare,2017-12-30 17:32:32.509228
CoinDash,,CDT,,0,/coins/cdt/overview,/media/1383699/cdt.png,177139,,False,1292,1000000000,CoinDash (CDT),,CDT,cryptocompare,2017-12-30 17:32:32.509228
ACT,,ACT,,0,/coins/act/overview,/media/1383700/act.png,177157,,False,1293,10000000000,ACT (ACT),,ACT,cryptocompare,2017-12-30 17:32:32.509228
district0x,,DNT,,0,/coins/dnt/overview,/media/1383701/dnt.png,177175,,False,1294,1000000000,district0x (DNT),,DNT,cryptocompare,2017-12-30 17:32:32.509228
Suretly,,SUR,,1,/coins/sur/overview,/media/1383696/sur.png,177462,,False,1295,,Suretly (SUR),,SUR,cryptocompare,2017-12-30 17:32:32.509228
CryptoPing,,PING,,0,/coins/ping/overview,/media/1383706/ping1.png,177503,,False,1296,10000000,CryptoPing (PING),,PING,cryptocompare,2017-12-30 17:32:32.509228
MakeItViral,,MIV,Scrypt,0,/coins/miv/overview,/media/1383728/miv.png,177759,PoW/PoS,False,1297,,MakeItViral (MIV),,MIV,cryptocompare,2017-12-30 17:32:32.509228
Augur,,REP,,1,/coins/rep/overview,/media/350815/augur-logo.png,17778,,False,498,11000000,Augur (REP),,REP,cryptocompare,2017-12-30 17:32:32.509228
DAO.casino,,BET*,,0,/coins/betstar/overview,/media/1383729/bet.png,177831,,False,1298,167270821,DAO.casino (BET*),,BET*,cryptocompare,2017-12-30 17:32:32.509228
Santiment,,SAN,,0,/coins/san/overview,/media/1383730/san.png,177863,,False,1299,83337000,Santiment (SAN),,SAN,cryptocompare,2017-12-30 17:32:32.509228
Kin,,KIN,,0,/coins/kin/overview,/media/1383731/kin.png,177918,,False,1300,10000000000000,Kin (KIN),,KIN,cryptocompare,2017-12-30 17:32:32.509228
Wagerr,,WGR,PoS,0,/coins/wgr/overview,/media/1383736/wgr.png,178467,,False,1301,200000000,Wagerr (WGR),,WGR,cryptocompare,2017-12-30 17:32:32.509228
OKCash,,OK,,0,/coins/ok/overview,/media/350819/ok.png,17857,PoW/PoS,False,499,105000000,OKCash (OK),,OK,cryptocompare,2017-12-30 17:32:32.509228
Elastic,,XEL,,0,/coins/xel/overview,/media/1383737/xel.png,178861,PoW,False,1302,100000000,Elastic (XEL),,XEL,cryptocompare,2017-12-30 17:32:32.509228
NVO,,NVST,,0,/coins/nvst/overview,/media/1383732/nvst.png,178885,,False,1303,30000000,NVO (NVST),,NVST,cryptocompare,2017-12-30 17:32:32.509228
FunFair,,FUN,,0,/coins/fun/overview,/media/1383738/fun.png,178978,,False,1304,17173696076,FunFair (FUN),,FUN,cryptocompare,2017-12-30 17:32:32.509228
FunCoin,,FUNC,,0,/coins/func/overview,/media/1383739/func.png,179018,,False,1305,100000000,FunCoin (FUNC),,FUNC,cryptocompare,2017-12-30 17:32:32.509228
PAquarium,,PQT,,0,/coins/pqt/overview,/media/1383741/pqt.png,179077,,False,1306,1200000000,PAquarium (PQT),,PQT,cryptocompare,2017-12-30 17:32:32.509228
Giga Watt,,WTT,,0,/coins/wtt/overview,/media/1383742/wtt.png,179109,,False,1307,10800000,Giga Watt (WTT),,WTT,cryptocompare,2017-12-30 17:32:32.509228
Metal,,MTL,,0,/coins/mtl/overview,/media/1383743/mtl.png,179164,PoPP,False,1308,66588888,Metal (MTL),,MTL,cryptocompare,2017-12-30 17:32:32.509228
Hive,,HVN,,0,/coins/hvn/overview,/media/1383745/hvt.png,179329,,False,1309,500000000,Hive (HVN),,HVN,cryptocompare,2017-12-30 17:32:32.509228
MyBit,,MYB,,0,/coins/myb/overview,/media/1383746/myb.png,179345,,False,1310,5000000,MyBit (MYB),,MYB,cryptocompare,2017-12-30 17:32:32.509228
Populous,,PPT,,0,/coins/ppt/overview,/media/1383747/ppt.png,179896,,False,1311,53252246,Populous (PPT),,PPT,cryptocompare,2017-12-30 17:32:32.509228
SunContract,,SNC,,0,/coins/snc/overview,/media/1383748/snc.png,179926,,False,1312,7994751.31,SunContract (SNC),,SNC,cryptocompare,2017-12-30 17:32:32.509228
Starbase,,STAR,,0,/coins/star/overview,/media/1383750/star1.png,179947,,False,1314,1000000000,Starbase (STAR),,STAR,cryptocompare,2017-12-30 17:32:32.509228
Corion,,COR,,0,/coins/cor/overview,/media/1383753/cor.png,179980,,False,1316,,Corion (COR),,COR,cryptocompare,2017-12-30 17:32:32.509228
Rialto.AI,,XRL,,0,/coins/xrl/overview,/media/1383754/xrl.png,179990,,False,1317,100000000,Rialto.AI (XRL),,XRL,cryptocompare,2017-12-30 17:32:32.509228
Orocrypt,,OROC,,0,/coins/oroc/overview,/media/1383755/oroc.png,180001,,False,1318,​1112000,Orocrypt (OROC),,OROC,cryptocompare,2017-12-30 17:32:32.509228
OpenANX,,OAX,,1,/coins/oax/overview,/media/1383756/oax.png,180013,,False,1319,100000000,OpenANX (OAX),,OAX,cryptocompare,2017-12-30 17:32:32.509228
Monster Byte Inc,,MBI,,0,/coins/mbi/overview,/media/1383759/mbi.png,180539,,False,1320,40000000,Monster Byte Inc (MBI),,MBI,cryptocompare,2017-12-30 17:32:32.509228
Digital Developers Fund,,DDF,,0,/coins/ddf/overview,/media/1383760/ddf.png,180595,,False,1321,250000000,Digital Developers Fund (DDF),,DDF,cryptocompare,2017-12-30 17:32:32.509228
DIMCOIN,,DIM,,0,/coins/dim/overview,/media/1383761/dim.png,180678,,False,1322,10000000 ,DIMCOIN (DIM),,DIM,cryptocompare,2017-12-30 17:32:32.509228
Gilgam,,GGS,,0,/coins/ggs/overview,/media/1383762/ggs.png,180716,,False,1323,700000,Gilgam (GGS),,GGS,cryptocompare,2017-12-30 17:32:32.509228
Encrypgen,,DNA,,0,/coins/dna/overview,/media/16746452/dna.png,180804,,False,1324,75000000,Encrypgen (DNA),,DNA,cryptocompare,2017-12-30 17:32:32.509228
FundYourselfNow,,FYN,,0,/coins/fyn/overview,/media/1383764/fyn.png,180820,,False,1325,12500000,FundYourselfNow (FYN),,FYN,cryptocompare,2017-12-30 17:32:32.509228
FundRequest,,FND,,0,/coins/fnd/overview,/media/1383765/fnd.png,180840,,False,1326,,FundRequest (FND),,FND,cryptocompare,2017-12-30 17:32:32.509228
Dinastycoin,,DCY,CryptoNight,0,/coins/dcy/overview,/media/1383767/dcy.png,181373,PoW,False,1327,2000000000,Dinastycoin (DCY),,DCY,cryptocompare,2017-12-30 17:32:32.509228
Voxels,,VOX,Scrypt,1,/coins/vox/overview,/media/350824/vox.png,18180,PoW,False,500,210000000,Voxels (VOX),,VOX,cryptocompare,2017-12-30 17:32:32.509228
CryptoForecast,,CFT,,0,/coins/cft/overview,/media/1383769/cft.png,182258,,False,1328,50000000,CryptoForecast (CFT),,CFT,cryptocompare,2017-12-30 17:32:32.509228
Denarius,,DNR,NIST5,0,/coins/dnr/overview,/media/1383770/dnr.png,182288,PoW/PoS,False,1329,10000000,Denarius (DNR),,DNR,cryptocompare,2017-12-30 17:32:32.509228
DigitalPrice,,DP,X11,0,/coins/dp/overview,/media/1383772/dp.png,182325,PoW,False,1330,24629450,DigitalPrice (DP),,DP,cryptocompare,2017-12-30 17:32:32.509228
Virta Unique Coin,,VUC,NIST5,0,/coins/vuc/overview,/media/1383773/vuc.png,182340,PoW/PoS,False,1331,120000000,Virta Unique Coin (VUC),,VUC,cryptocompare,2017-12-30 17:32:32.509228
Bitcoin Planet,,BTPL,Skein,0,/coins/btpl/overview,/media/1383774/btpl.png,182346,PoW/PoS,False,1332,100000000,Bitcoin Planet (BTPL),,BTPL,cryptocompare,2017-12-30 17:32:32.509228
Unify,,UNIFY,Scrypt,0,/coins/unify/overview,/media/1383775/unify.png,182364,PoW,False,1333,18181818,Unify (UNIFY),,UNIFY,cryptocompare,2017-12-30 17:32:32.509228
ImperialCoin,,IPC,NeoScrypt,0,/coins/ipc/overview,/media/1383776/ipc.png,182396,PoW,False,1334,1600000000,ImperialCoin (IPC),,IPC,cryptocompare,2017-12-30 17:32:32.509228
BritCoin,,BRIT,X13,0,/coins/brit/overview,/media/1383777/brit.png,182416,PoW/PoS,False,1335,30000000,BritCoin (BRIT),,BRIT,cryptocompare,2017-12-30 17:32:32.509228
Synereo,,AMP,,0,/coins/amp/overview,/media/350825/amp.png,18244,Pow/PoSC,False,501,927786732.665189,Synereo (AMP),,AMP,cryptocompare,2017-12-30 17:32:32.509228
Ammo Rewards,,AMMO,,0,/coins/ammo/overview,/media/1383778/ammo.png,182463,PoS,False,1336,77777777,Ammo Rewards (AMMO),,AMMO,cryptocompare,2017-12-30 17:32:32.509228
SocialCoin,,SOCC,Scrypt,0,/coins/socc/overview,/media/1383779/socc.png,183189,PoW,False,1337, 75000000,SocialCoin (SOCC),,SOCC,cryptocompare,2017-12-30 17:32:32.509228
Mass.Cloud,,MASS,,0,/coins/mass/overview,/media/1383781/mass.png,184135,,False,1339,,Mass.Cloud (MASS),,MASS,cryptocompare,2017-12-30 17:32:32.509228
LAToken,,LA,,0,/coins/la/overview,/media/1383782/lato.png,184163,,False,1340,1000000000,LAToken (LA),,LA,cryptocompare,2017-12-30 17:32:32.509228
IMMLA,,IML,,0,/coins/iml/overview,/media/1383783/iml.png,184187,,False,1341,226736000,IMMLA (IML),,IML,cryptocompare,2017-12-30 17:32:32.509228
Exchange Union,,XUC,,0,/coins/xuc/overview,/media/1383784/xuc.png,184221,,False,1342,3000000000,Exchange Union (XUC),,XUC,cryptocompare,2017-12-30 17:32:32.509228
BitJob,,STU,,0,/coins/stu/overview,/media/1383785/stu.png,184237,,False,1343,200000000,BitJob (STU),,STU,cryptocompare,2017-12-30 17:32:32.509228
