Sequence,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
57,CCCAGG,ETH,KRW,136059.96923,1.41209866421e+11,cryptocompare,2017-12-27 19:01:38.404419
58,CCCAGG,ETH,USD,461769.324606,342155604.344,cryptocompare,2017-12-27 19:01:38.404419
59,CCCAGG,ETH,DOGE,110.75241807,8982163.13508,cryptocompare,2017-12-27 19:01:38.404419
60,CCCAGG,ETH,CAD,2859.00213527,2728218.80611,cryptocompare,2017-12-27 18:56:14.875596
61,CCCAGG,ETH,WUSD,63.07447559,42751.8092617,cryptocompare,2017-12-27 19:00:10.077791
62,CCCAGG,ETH,HKD,39.91231774,263348.707407,cryptocompare,2017-12-27 19:01:38.404419
63,CCCAGG,ETH,RUR,412.6598723,19504959.1235,cryptocompare,2017-12-27 18:56:14.875596
64,CCCAGG,ETH,GBP,505.00809989,296380.037385,cryptocompare,2017-12-27 18:56:14.875596
65,CCCAGG,ETH,LTC,672.28094379,1835.0382859,cryptocompare,2017-12-27 18:56:14.875596
66,CCCAGG,ETH,MXN,1397.85712312,22004735.2193,cryptocompare,2017-12-27 18:56:14.875596
67,CCCAGG,ETH,PLN,2032.87663357,5577853.23562,cryptocompare,2017-12-27 18:56:14.875596
68,CCCAGG,ETH,NZDT,78.28485142,89227.0637588,cryptocompare,2017-12-27 19:01:38.404419
69,CCCAGG,ETH,NGN,27.72426646,7814716.13,cryptocompare,2017-12-27 19:00:10.077791
70,CCCAGG,ETH,RUB,404.53755779,18128007.4267,cryptocompare,2017-12-27 19:00:10.077791
71,CCCAGG,ETH,HKD,39.91231774,263348.707407,cryptocompare,2017-12-27 19:00:10.077791
72,CCCAGG,ETH,SGD,303.28441382,310040.372701,cryptocompare,2017-12-27 19:02:24.795201
73,CCCAGG,ETH,INR,218.43758817,12238576.76,cryptocompare,2017-12-27 19:02:24.795201
74,CCCAGG,ETH,MYR,166.02352721,540289.73,cryptocompare,2017-12-27 19:02:24.795201
75,CCCAGG,ETH,WAVES,114.66999274,6236.35827021,cryptocompare,2017-12-27 19:02:24.795201
76,CCCAGG,ETH,CHF,111.32862,81376.6671365,cryptocompare,2017-12-27 19:02:24.795201
77,CCCAGG,ETH,DOGE,110.74457988,8981422.70778,cryptocompare,2017-12-27 19:02:24.795201
78,CCCAGG,ETH,UAH,361.10744314,7461694.6401,cryptocompare,2017-12-27 19:02:24.795201
79,CCCAGG,ETH,NZDT,78.28485142,89227.0637588,cryptocompare,2017-12-27 19:02:24.795201
80,CCCAGG,ETH,HKD,39.89211774,263215.407607,cryptocompare,2017-12-27 19:02:24.795201
81,CCCAGG,ETH,NGN,27.48226646,7745890.3,cryptocompare,2017-12-27 19:02:24.795201
82,CCCAGG,ETH,LKK,14.751168,56458.9530023,cryptocompare,2017-12-27 19:02:24.795201
83,CCCAGG,ETH,WEUR,11.58697162,7318.89151784,cryptocompare,2017-12-27 19:02:24.795201
84,CCCAGG,ETH,PKR,3.5608428,358329.33,cryptocompare,2017-12-27 19:02:24.795201
85,CCCAGG,ETH,TZS,1.7211156,3064572.0,cryptocompare,2017-12-27 19:02:24.795201
86,CCCAGG,ETH,WUSD,62.88872349,42641.8710732,cryptocompare,2017-12-27 19:02:24.795201
87,CCCAGG,ETH,KES,0.41276261,36907.94,cryptocompare,2017-12-27 19:02:24.795201
88,CCCAGG,ETH,RUB,391.34963602,17532213.8231,cryptocompare,2017-12-27 19:02:24.795201
89,CCCAGG,ETH,GBP,483.91488571,283696.233956,cryptocompare,2017-12-27 19:02:24.795201
90,CCCAGG,ETH,USD,449175.550109,332655638.1,cryptocompare,2017-12-27 19:02:24.795201
91,CCCAGG,ETH,KRW,128423.661598,1.3330280974e+11,cryptocompare,2017-12-27 19:02:24.795201
92,CCCAGG,ETH,USDT,104437.250473,77588609.4671,cryptocompare,2017-12-27 19:02:24.795201
93,CCCAGG,ETH,EUR,69230.5188827,43174207.6212,cryptocompare,2017-12-27 19:02:24.795201
94,CCCAGG,ETH,VND,15578.3741797,2.6682890882e+11,cryptocompare,2017-12-27 19:02:24.795201
95,CCCAGG,ETH,AIC,12644.3222572,10334143.0557,cryptocompare,2017-12-27 19:02:24.795201
96,CCCAGG,ETH,RUR,407.73291304,19273425.8469,cryptocompare,2017-12-27 19:02:24.795201
97,CCCAGG,ETH,JPY,7507.61718811,646008244.896,cryptocompare,2017-12-27 19:02:24.795201
98,CCCAGG,ETH,HSR,3327.751,127910.220311,cryptocompare,2017-12-27 19:02:24.795201
99,CCCAGG,ETH,CAD,2818.52407235,2688689.75071,cryptocompare,2017-12-27 19:02:24.795201
100,CCCAGG,ETH,THB,2444.26716713,65191903.5443,cryptocompare,2017-12-27 19:02:24.795201
101,CCCAGG,ETH,PLN,1980.88346157,5435191.5343,cryptocompare,2017-12-27 19:02:24.795201
102,CCCAGG,ETH,MXN,1367.7924041,21520913.2484,cryptocompare,2017-12-27 19:02:24.795201
103,CCCAGG,ETH,LTC,672.90442646,1836.77835576,cryptocompare,2017-12-27 19:02:24.795201
104,CCCAGG,ETH,AUD,3675.30785932,3754218.13281,cryptocompare,2017-12-27 19:02:24.795201
105,CCCAGG,ETH,WUSD,63.07447559,42751.8092617,cryptocompare,2017-12-27 19:01:38.404419
106,CCCAGG,ETH,ETH,0.1655,0.161285800165,cryptocompare,2017-12-27 19:02:24.795201
107,CCCAGG,ETH,BTC,765541.693569,36596.2903847,cryptocompare,2017-12-27 19:01:38.404419
108,CCCAGG,ETH,LKK,14.751168,56458.9530023,cryptocompare,2017-12-27 18:56:14.875596
109,CCCAGG,ETH,WEUR,11.59753217,7325.94276541,cryptocompare,2017-12-27 18:56:14.875596
110,CCCAGG,ETH,PKR,3.7608428,378763.58,cryptocompare,2017-12-27 18:56:14.875596
111,CCCAGG,ETH,TZS,1.7211156,3064572.0,cryptocompare,2017-12-27 18:56:14.875596
112,CCCAGG,ETH,WAVES,119.01048165,6472.29858733,cryptocompare,2017-12-27 18:56:14.875596
113,CCCAGG,ETH,GBP,507.53473819,297888.667848,cryptocompare,2017-12-27 19:00:10.077791
114,CCCAGG,ETH,NGN,27.72426646,7814716.13,cryptocompare,2017-12-27 18:56:14.875596
115,CCCAGG,ETH,AUD,3804.63186704,3887104.3202,cryptocompare,2017-12-27 19:00:10.077791
116,CCCAGG,ETH,SGD,303.28441382,310040.372701,cryptocompare,2017-12-27 19:00:10.077791
117,CCCAGG,ETH,MYR,181.46096792,591656.94,cryptocompare,2017-12-27 19:00:10.077791
118,CCCAGG,ETH,WAVES,119.01058165,6472.30399733,cryptocompare,2017-12-27 19:00:10.077791
119,CCCAGG,ETH,CHF,111.32862,81376.6671365,cryptocompare,2017-12-27 19:00:10.077791
120,CCCAGG,ETH,DOGE,110.75241807,8982163.13508,cryptocompare,2017-12-27 19:00:10.077791
121,CCCAGG,ETH,NZDT,78.28485142,89227.0637588,cryptocompare,2017-12-27 19:00:10.077791
122,CCCAGG,ETH,AIC,12855.6623364,10509551.1523,cryptocompare,2017-12-27 19:00:10.077791
123,CCCAGG,ETH,BCH,2e-05,4.004e-06,cryptocompare,2017-12-27 19:02:24.795201
124,CCCAGG,ETH,KRW,135239.946776,1.40361387835e+11,cryptocompare,2017-12-27 18:56:14.875596
125,CCCAGG,ETH,NZDT,78.28485142,89227.0637588,cryptocompare,2017-12-27 18:56:14.875596
126,CCCAGG,ETH,CAD,2859.02594871,2728241.42888,cryptocompare,2017-12-27 19:00:10.077791
127,CCCAGG,ETH,THB,2525.0476113,67343894.5429,cryptocompare,2017-12-27 19:00:10.077791
128,CCCAGG,ETH,PLN,2040.39526667,5598551.00597,cryptocompare,2017-12-27 19:00:10.077791
129,CCCAGG,ETH,MXN,1399.75986697,22034438.1713,cryptocompare,2017-12-27 19:00:10.077791
130,CCCAGG,ETH,LTC,672.90442646,1836.77835576,cryptocompare,2017-12-27 19:00:10.077791
131,CCCAGG,ETH,ETH,0.1655,0.161285800165,cryptocompare,2017-12-27 19:00:10.077791
132,CCCAGG,ETH,HKD,39.91231774,263348.707407,cryptocompare,2017-12-27 18:56:14.875596
133,CCCAGG,ETH,BTC,764238.503042,36533.8222656,cryptocompare,2017-12-27 18:56:14.875596
134,CCCAGG,ETH,WUSD,63.07447559,42751.8092617,cryptocompare,2017-12-27 18:56:14.875596
135,CCCAGG,ETH,INR,218.73758816,12254288.05,cryptocompare,2017-12-27 18:56:14.875596
136,CCCAGG,ETH,HSR,3327.751,127910.220311,cryptocompare,2017-12-27 19:00:10.077791
137,CCCAGG,ETH,MYR,181.21096792,590861.66,cryptocompare,2017-12-27 18:56:14.875596
138,CCCAGG,ETH,CHF,111.32862,81376.6671365,cryptocompare,2017-12-27 18:56:14.875596
139,CCCAGG,ETH,DOGE,110.75212728,8982139.46997,cryptocompare,2017-12-27 18:56:14.875596
140,CCCAGG,ETH,USD,460684.246385,341355858.076,cryptocompare,2017-12-27 18:56:14.875596
141,CCCAGG,ETH,BCH,2e-05,4.004e-06,cryptocompare,2017-12-27 18:56:14.875596
