Sequence,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
44,CCCAGG,BTC,AIC,7431.68603324,126392415.646,cryptocompare,2017-12-27 18:56:53.591755
45,CCCAGG,BTC,VND,8103.02792177,2.86238596949e+12,cryptocompare,2017-12-27 18:56:53.591755
46,CCCAGG,BTC,EUR,21477.5048789,281363267.112,cryptocompare,2017-12-27 18:56:53.591755
47,CCCAGG,BTC,KRW,23799.0689732,5.1797273683e+11,cryptocompare,2017-12-27 18:56:53.591755
48,CCCAGG,BTC,GHS,0.98957542,73540.1598936,cryptocompare,2017-12-27 18:56:12.470676
49,CCCAGG,BTC,ARS,2.58979239,884400.680649,cryptocompare,2017-12-27 18:56:12.470676
50,CCCAGG,BTC,PAB,1.75936224,29872.639969,cryptocompare,2017-12-27 18:56:12.470676
51,CCCAGG,BTC,PEN,1.6059919,91888.7809506,cryptocompare,2017-12-27 18:56:12.470676
52,CCCAGG,BTC,NOK,30.25234404,3708967.89644,cryptocompare,2017-12-27 19:00:06.669915
53,CCCAGG,BTC,GBP,1339.64512528,15592526.8296,cryptocompare,2017-12-27 19:01:35.025471
54,CCCAGG,BTC,SAR,4.91756292,330122.400447,cryptocompare,2017-12-27 19:01:35.025471
55,CCCAGG,BTC,AUD,956.48621961,20049157.9892,cryptocompare,2017-12-27 19:01:35.025471
56,CCCAGG,BTC,WEUR,1.07128638,14117.6401543,cryptocompare,2017-12-27 18:56:12.470676
57,CCCAGG,BTC,TZS,1.15394423,42366175.54,cryptocompare,2017-12-27 18:56:12.470676
58,CCCAGG,BTC,THB,380.77271586,212988825.329,cryptocompare,2017-12-27 18:56:53.591755
59,CCCAGG,BTC,AED,18.83502932,1113104.22912,cryptocompare,2017-12-27 19:00:06.669915
60,CCCAGG,BTC,EUR,21473.5209808,281310867.58,cryptocompare,2017-12-27 18:56:12.470676
61,CCCAGG,BTC,VND,8090.93828604,2.85814389865e+12,cryptocompare,2017-12-27 18:56:12.470676
62,CCCAGG,BTC,PEN,1.6059919,91888.7809506,cryptocompare,2017-12-27 19:01:35.025471
63,CCCAGG,BTC,TZS,1.15394423,42366175.54,cryptocompare,2017-12-27 19:01:35.025471
64,CCCAGG,BTC,WEUR,1.07128638,14117.6401543,cryptocompare,2017-12-27 19:01:35.025471
65,CCCAGG,BTC,TRY,1.02243611,66146.4708124,cryptocompare,2017-12-27 19:01:35.025471
66,CCCAGG,BTC,GHS,0.98957542,73540.1598936,cryptocompare,2017-12-27 19:01:35.025471
67,CCCAGG,BTC,TRY,1.02243611,66146.4708124,cryptocompare,2017-12-27 18:56:12.470676
68,CCCAGG,BTC,BYN,0.98441872,33243.2700993,cryptocompare,2017-12-27 19:01:35.025471
69,CCCAGG,BTC,HKD,375.79923568,46163130.4857,cryptocompare,2017-12-27 18:56:12.470676
70,CCCAGG,BTC,MXN,348.12077055,113930511.814,cryptocompare,2017-12-27 18:56:12.470676
71,CCCAGG,BTC,THB,380.72767977,212963662.934,cryptocompare,2017-12-27 18:56:12.470676
72,CCCAGG,BTC,CAD,430.92149133,8593381.59948,cryptocompare,2017-12-27 18:56:12.470676
73,CCCAGG,BTC,RUB,463.34892933,436897011.865,cryptocompare,2017-12-27 18:56:12.470676
74,CCCAGG,BTC,BRL,507.58793125,27954303.0448,cryptocompare,2017-12-27 18:56:12.470676
75,CCCAGG,BTC,ZAR,805.4984709,182712559.072,cryptocompare,2017-12-27 18:56:12.470676
76,CCCAGG,BTC,AUD,974.10759881,20424441.0996,cryptocompare,2017-12-27 18:56:12.470676
77,CCCAGG,BTC,GBP,1337.97198478,15572894.957,cryptocompare,2017-12-27 18:56:12.470676
78,CCCAGG,BTC,PLN,2183.95128643,124863720.715,cryptocompare,2017-12-27 18:56:12.470676
79,CCCAGG,BTC,AIC,7422.00846561,126228397.185,cryptocompare,2017-12-27 18:56:12.470676
80,CCCAGG,BTC,USD,137306.33615,2137249196.52,cryptocompare,2017-12-27 19:00:06.669915
81,CCCAGG,BTC,USD,137061.80393,2133463302.71,cryptocompare,2017-12-27 18:56:53.591755
82,CCCAGG,BTC,CNY,206.18941511,23582381.4584,cryptocompare,2017-12-27 18:56:12.470676
83,CCCAGG,BTC,PHP,343.08771656,267681087.184,cryptocompare,2017-12-27 18:56:12.470676
84,CCCAGG,BTC,BRL,507.66098597,27958283.7812,cryptocompare,2017-12-27 19:01:35.025471
85,CCCAGG,BTC,RUB,464.64597912,438115593.942,cryptocompare,2017-12-27 19:01:35.025471
86,CCCAGG,BTC,CAD,433.86450573,8651538.5981,cryptocompare,2017-12-27 19:01:35.025471
87,CCCAGG,BTC,SGD,428.32625725,9070181.67902,cryptocompare,2017-12-27 19:01:35.025471
88,CCCAGG,BTC,THB,381.03353227,213134284.653,cryptocompare,2017-12-27 19:01:35.025471
89,CCCAGG,BTC,HKD,375.79923568,46163130.4857,cryptocompare,2017-12-27 19:01:35.025471
90,CCCAGG,BTC,MXN,349.13335521,114259861.456,cryptocompare,2017-12-27 19:01:35.025471
91,CCCAGG,BTC,PHP,343.71531656,268169363.056,cryptocompare,2017-12-27 19:01:35.025471
92,CCCAGG,BTC,ZAR,805.6965419,182757366.984,cryptocompare,2017-12-27 19:01:35.025471
93,CCCAGG,BTC,RON,2.64666316,161084.861234,cryptocompare,2017-12-27 19:01:35.025471
94,CCCAGG,BTC,ARS,2.58979239,884400.680649,cryptocompare,2017-12-27 19:01:35.025471
95,CCCAGG,BTC,IDR,329.26803,70124468314.1,cryptocompare,2017-12-27 18:56:12.470676
96,CCCAGG,BTC,PAB,1.75936224,29872.639969,cryptocompare,2017-12-27 19:01:35.025471
97,CCCAGG,BTC,USD,136986.787389,2132282955.76,cryptocompare,2017-12-27 18:56:12.470676
98,CCCAGG,BTC,WUSD,6.03312503,81903.400376,cryptocompare,2017-12-27 18:56:53.591755
99,CCCAGG,BTC,INR,73.95243498,87854022.2836,cryptocompare,2017-12-27 18:56:53.591755
100,CCCAGG,BTC,NGN,77.76488263,464942597.277,cryptocompare,2017-12-27 18:56:53.591755
101,CCCAGG,BTC,RUR,93.55148082,93202426.7533,cryptocompare,2017-12-27 18:56:53.591755
102,CCCAGG,BTC,MYR,147.79441325,10229702.1982,cryptocompare,2017-12-27 18:56:53.591755
103,CCCAGG,BTC,PHP,343.71531656,268169363.056,cryptocompare,2017-12-27 18:56:53.591755
104,CCCAGG,BTC,USDT,27417.3884139,424174515.924,cryptocompare,2017-12-27 18:56:12.470676
105,CCCAGG,BTC,MXN,348.47523025,114046239.338,cryptocompare,2017-12-27 18:56:53.591755
106,CCCAGG,BTC,CAD,431.16760683,8598229.63877,cryptocompare,2017-12-27 18:56:53.591755
107,CCCAGG,BTC,KRW,23779.8330369,5.17556584784e+11,cryptocompare,2017-12-27 18:56:12.470676
108,CCCAGG,BTC,JPY,127873.419324,2.75090577977e+11,cryptocompare,2017-12-27 18:56:12.470676
109,CCCAGG,BTC,BYN,0.98441872,33243.2700993,cryptocompare,2017-12-27 19:00:06.669915
110,CCCAGG,BTC,COP,15.23791579,693745491.733,cryptocompare,2017-12-27 19:00:06.669915
111,CCCAGG,BTC,SEK,13.63988192,1760389.90721,cryptocompare,2017-12-27 19:00:06.669915
112,CCCAGG,BTC,NOK,30.25234404,3708967.89644,cryptocompare,2017-12-27 19:02:22.364923
113,CCCAGG,BTC,AED,18.83502932,1113104.22912,cryptocompare,2017-12-27 19:02:22.364923
114,CCCAGG,BTC,COP,15.14451737,689372491.733,cryptocompare,2017-12-27 19:02:22.364923
115,CCCAGG,BTC,NZD,14.80197708,378181.69984,cryptocompare,2017-12-27 19:02:22.364923
116,CCCAGG,BTC,SEK,13.63936477,1760309.9072,cryptocompare,2017-12-27 19:02:22.364923
117,CCCAGG,BTC,PKR,13.33976504,25752511.9087,cryptocompare,2017-12-27 19:02:22.364923
118,CCCAGG,BTC,NZDT,12.52810966,300647.237968,cryptocompare,2017-12-27 19:02:22.364923
119,CCCAGG,BTC,CHF,9.88203871,147612.405712,cryptocompare,2017-12-27 19:02:22.364923
120,CCCAGG,BTC,IRR,5.82888559,4223261815.45,cryptocompare,2017-12-27 19:02:22.364923
121,CCCAGG,BTC,WUSD,5.75725536,78544.7702697,cryptocompare,2017-12-27 19:02:22.364923
122,CCCAGG,BTC,KES,5.29650243,9371794.61813,cryptocompare,2017-12-27 19:02:22.364923
123,CCCAGG,BTC,GOLD,32.929599737,11837.198,cryptocompare,2017-12-27 19:02:22.364923
124,CCCAGG,BTC,SAR,4.91756292,330122.400447,cryptocompare,2017-12-27 19:02:22.364923
125,CCCAGG,BTC,ARS,2.58163172,881400.680686,cryptocompare,2017-12-27 19:02:22.364923
126,CCCAGG,BTC,PAB,1.74602891,29632.640029,cryptocompare,2017-12-27 19:02:22.364923
127,CCCAGG,BTC,PEN,1.58277182,90538.7809634,cryptocompare,2017-12-27 19:02:22.364923
128,CCCAGG,BTC,TZS,1.15394423,42366175.54,cryptocompare,2017-12-27 19:02:22.364923
129,CCCAGG,BTC,WEUR,1.04433747,13742.23394,cryptocompare,2017-12-27 19:02:22.364923
130,CCCAGG,BTC,TRY,1.02243611,66146.4708124,cryptocompare,2017-12-27 19:02:22.364923
131,CCCAGG,BTC,GHS,0.98957542,73540.1598936,cryptocompare,2017-12-27 19:02:22.364923
132,CCCAGG,BTC,BYN,0.98441872,33243.2700993,cryptocompare,2017-12-27 19:02:22.364923
133,CCCAGG,BTC,USD,137306.33615,2137249196.52,cryptocompare,2017-12-27 19:01:35.025471
134,CCCAGG,BTC,ZAR,805.5554309,182725400.69,cryptocompare,2017-12-27 18:56:53.591755
135,CCCAGG,BTC,AUD,974.71324803,20437053.1574,cryptocompare,2017-12-27 18:56:53.591755
136,CCCAGG,BTC,RON,2.64666316,161084.861234,cryptocompare,2017-12-27 19:02:22.364923
137,CCCAGG,BTC,VEF,34.95967574,56180933935.2,cryptocompare,2017-12-27 19:00:06.669915
138,CCCAGG,BTC,VEF,34.47522316,55390253235.8,cryptocompare,2017-12-27 19:02:22.364923
139,CCCAGG,BTC,ILS,55.92964157,3345776.08512,cryptocompare,2017-12-27 19:02:22.364923
140,CCCAGG,BTC,JPY,124795.53207,2.68371133516e+11,cryptocompare,2017-12-27 19:02:22.364923
141,CCCAGG,BTC,USDT,26800.621863,414377711.015,cryptocompare,2017-12-27 19:02:22.364923
142,CCCAGG,BTC,KRW,22961.4326982,4.99930267414e+11,cryptocompare,2017-12-27 19:02:22.364923
143,CCCAGG,BTC,EUR,21358.0404731,279759475.774,cryptocompare,2017-12-27 19:02:22.364923
144,CCCAGG,BTC,VND,7958.69904857,2.81000692333e+12,cryptocompare,2017-12-27 19:02:22.364923
145,CCCAGG,BTC,AIC,7335.44249132,124714701.43,cryptocompare,2017-12-27 19:02:22.364923
146,CCCAGG,BTC,PLN,2171.36453788,124128178.906,cryptocompare,2017-12-27 19:02:22.364923
147,CCCAGG,BTC,GBP,1337.55763289,15566976.2043,cryptocompare,2017-12-27 19:02:22.364923
148,CCCAGG,BTC,AUD,944.82883382,19795085.6328,cryptocompare,2017-12-27 19:02:22.364923
149,CCCAGG,BTC,ZAR,805.6965419,182757366.984,cryptocompare,2017-12-27 19:02:22.364923
150,CCCAGG,BTC,BRL,501.4500292,27608114.5761,cryptocompare,2017-12-27 19:02:22.364923
151,CCCAGG,BTC,UAH,43.87489855,18893875.7312,cryptocompare,2017-12-27 19:02:22.364923
152,CCCAGG,BTC,RUB,463.23597098,436760988.477,cryptocompare,2017-12-27 19:02:22.364923
153,CCCAGG,BTC,SGD,416.04608377,8796541.92297,cryptocompare,2017-12-27 19:02:22.364923
154,CCCAGG,BTC,HKD,375.37010657,46107459.1304,cryptocompare,2017-12-27 19:02:22.364923
155,CCCAGG,BTC,THB,365.87823271,204740630.684,cryptocompare,2017-12-27 19:02:22.364923
156,CCCAGG,BTC,MXN,341.84991362,111830904.671,cryptocompare,2017-12-27 19:02:22.364923
157,CCCAGG,BTC,PHP,325.12990769,252780359.814,cryptocompare,2017-12-27 19:02:22.364923
158,CCCAGG,BTC,IDR,312.653529,66385915094.2,cryptocompare,2017-12-27 19:02:22.364923
159,CCCAGG,BTC,CNY,203.23900911,23249220.2078,cryptocompare,2017-12-27 19:02:22.364923
160,CCCAGG,BTC,MYR,143.44072255,9929293.34927,cryptocompare,2017-12-27 19:02:22.364923
161,CCCAGG,BTC,RUR,92.83888014,92497153.7715,cryptocompare,2017-12-27 19:02:22.364923
162,CCCAGG,BTC,NGN,78.98742679,472224542.311,cryptocompare,2017-12-27 19:02:22.364923
163,CCCAGG,BTC,INR,72.61650745,86288703.5905,cryptocompare,2017-12-27 19:02:22.364923
164,CCCAGG,BTC,CAD,422.84046213,8427632.50713,cryptocompare,2017-12-27 19:02:22.364923
165,CCCAGG,BTC,SGD,428.31413725,9069928.32531,cryptocompare,2017-12-27 18:56:12.470676
166,CCCAGG,BTC,UAH,43.96973569,18934697.8508,cryptocompare,2017-12-27 19:00:06.669915
167,CCCAGG,BTC,INR,74.00402049,87915975.8108,cryptocompare,2017-12-27 19:00:06.669915
168,CCCAGG,BTC,VEF,34.95967574,56180933935.2,cryptocompare,2017-12-27 18:56:12.470676
169,CCCAGG,BTC,UAH,43.87473569,18893618.0458,cryptocompare,2017-12-27 18:56:12.470676
170,CCCAGG,BTC,ILS,55.93758282,3346255.74709,cryptocompare,2017-12-27 18:56:12.470676
171,CCCAGG,BTC,INR,73.93997599,87839292.3262,cryptocompare,2017-12-27 18:56:12.470676
172,CCCAGG,BTC,NGN,77.72871676,464733500.687,cryptocompare,2017-12-27 18:56:12.470676
173,CCCAGG,BTC,NZD,15.77978558,403533.65988,cryptocompare,2017-12-27 18:56:12.470676
174,CCCAGG,BTC,RON,2.64666316,161084.861234,cryptocompare,2017-12-27 18:56:12.470676
175,CCCAGG,BTC,BRL,507.66098597,27958283.7812,cryptocompare,2017-12-27 19:00:06.669915
176,CCCAGG,BTC,AUD,956.48621961,20049157.9892,cryptocompare,2017-12-27 19:00:06.669915
177,CCCAGG,BTC,GHS,0.98957542,73540.1598936,cryptocompare,2017-12-27 19:00:06.669915
178,CCCAGG,BTC,TRY,1.02243611,66146.4708124,cryptocompare,2017-12-27 19:00:06.669915
179,CCCAGG,BTC,GOLD,32.9788198745,11857.279,cryptocompare,2017-12-27 18:56:12.470676
180,CCCAGG,BTC,WEUR,1.07128638,14117.6401543,cryptocompare,2017-12-27 19:00:06.669915
181,CCCAGG,BTC,PEN,1.6059919,91888.7809506,cryptocompare,2017-12-27 19:00:06.669915
182,CCCAGG,BTC,PAB,1.75936224,29872.639969,cryptocompare,2017-12-27 19:00:06.669915
183,CCCAGG,BTC,ARS,2.58979239,884400.680649,cryptocompare,2017-12-27 19:00:06.669915
184,CCCAGG,BTC,RON,2.64666316,161084.861234,cryptocompare,2017-12-27 19:00:06.669915
185,CCCAGG,BTC,SAR,4.91756292,330122.400447,cryptocompare,2017-12-27 19:00:06.669915
186,CCCAGG,BTC,KES,5.29650243,9371794.61813,cryptocompare,2017-12-27 19:00:06.669915
187,CCCAGG,BTC,IRR,5.82888559,4223261815.45,cryptocompare,2017-12-27 19:00:06.669915
188,CCCAGG,BTC,WUSD,6.07546336,82508.7771757,cryptocompare,2017-12-27 19:00:06.669915
189,CCCAGG,BTC,CHF,9.88203871,147612.405712,cryptocompare,2017-12-27 19:00:06.669915
190,CCCAGG,BTC,NZDT,12.52810966,300647.237968,cryptocompare,2017-12-27 19:00:06.669915
191,CCCAGG,BTC,PKR,13.39015222,25852511.9089,cryptocompare,2017-12-27 19:00:06.669915
192,CCCAGG,BTC,TZS,1.15394423,42366175.54,cryptocompare,2017-12-27 19:00:06.669915
193,CCCAGG,BTC,ILS,55.93758282,3346255.74709,cryptocompare,2017-12-27 19:00:06.669915
194,CCCAGG,BTC,NOK,30.25234404,3708967.89644,cryptocompare,2017-12-27 18:56:12.470676
195,CCCAGG,BTC,COP,15.23791579,693745491.733,cryptocompare,2017-12-27 18:56:12.470676
196,CCCAGG,BTC,NGN,79.37956558,474501243.647,cryptocompare,2017-12-27 19:00:06.669915
197,CCCAGG,BTC,RUR,93.56698708,93218034.5211,cryptocompare,2017-12-27 19:00:06.669915
198,CCCAGG,BTC,MYR,147.81391325,10230965.0582,cryptocompare,2017-12-27 19:00:06.669915
199,CCCAGG,BTC,CNY,206.18941511,23582381.4584,cryptocompare,2017-12-27 19:00:06.669915
200,CCCAGG,BTC,IDR,329.342515,70143223637.1,cryptocompare,2017-12-27 19:00:06.669915
201,CCCAGG,BTC,PHP,343.71531656,268169363.056,cryptocompare,2017-12-27 19:00:06.669915
202,CCCAGG,BTC,MXN,349.13335521,114259861.456,cryptocompare,2017-12-27 19:00:06.669915
203,CCCAGG,BTC,HKD,375.79923568,46163130.4857,cryptocompare,2017-12-27 19:00:06.669915
204,CCCAGG,BTC,THB,381.03353227,213134284.653,cryptocompare,2017-12-27 19:00:06.669915
205,CCCAGG,BTC,SGD,428.32625725,9070181.67902,cryptocompare,2017-12-27 19:00:06.669915
206,CCCAGG,BTC,CAD,433.86450573,8651538.5981,cryptocompare,2017-12-27 19:00:06.669915
207,CCCAGG,BTC,AED,18.83502932,1113104.22912,cryptocompare,2017-12-27 18:56:12.470676
208,CCCAGG,BTC,BRL,507.60790037,27955391.1622,cryptocompare,2017-12-27 18:56:53.591755
209,CCCAGG,BTC,MYR,147.71271325,10224181.6282,cryptocompare,2017-12-27 18:56:12.470676
210,CCCAGG,BTC,RUR,93.53751268,93188402.682,cryptocompare,2017-12-27 18:56:12.470676
211,CCCAGG,BTC,SAR,4.91756292,330122.400447,cryptocompare,2017-12-27 18:56:12.470676
212,CCCAGG,BTC,KES,5.29650243,9371794.61813,cryptocompare,2017-12-27 18:56:12.470676
213,CCCAGG,BTC,IRR,5.82888559,4223261815.45,cryptocompare,2017-12-27 18:56:12.470676
214,CCCAGG,BTC,WUSD,6.0291748,81847.0294614,cryptocompare,2017-12-27 18:56:12.470676
215,CCCAGG,BTC,CHF,9.88203871,147612.405712,cryptocompare,2017-12-27 18:56:12.470676
216,CCCAGG,BTC,NZDT,12.52759779,300634.856345,cryptocompare,2017-12-27 18:56:12.470676
217,CCCAGG,BTC,PKR,13.39015222,25852511.9089,cryptocompare,2017-12-27 18:56:12.470676
218,CCCAGG,BTC,SEK,13.63988192,1760389.90721,cryptocompare,2017-12-27 18:56:12.470676
219,CCCAGG,BTC,RUB,464.64597912,438115593.942,cryptocompare,2017-12-27 19:00:06.669915
220,CCCAGG,BTC,RUB,464.10402933,437606537.554,cryptocompare,2017-12-27 18:56:53.591755
221,CCCAGG,BTC,BYN,0.98441872,33243.2700993,cryptocompare,2017-12-27 18:56:12.470676
