Sequence,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
72,CCCAGG,BCH,WEUR,4.32354357,9772.52869084,cryptocompare,2017-12-27 19:00:08.468379
73,CCCAGG,BCH,JPY,1903.2659647,624468599.41,cryptocompare,2017-12-27 19:00:08.468379
74,CCCAGG,BCH,EUR,3234.02869701,7360895.25276,cryptocompare,2017-12-27 19:00:08.468379
75,CCCAGG,BCH,ETH,4009.55259882,14844.7628208,cryptocompare,2017-12-27 19:00:08.468379
76,CCCAGG,BCH,USDT,12927.4821813,35703661.5481,cryptocompare,2017-12-27 19:00:08.468379
77,CCCAGG,BCH,USD,56105.6271424,153597706.693,cryptocompare,2017-12-27 19:00:08.468379
78,CCCAGG,BCH,KRW,57882.1605627,2.23877696298e+11,cryptocompare,2017-12-27 19:00:08.468379
79,CCCAGG,BCH,USD,55837.5307368,152878790.065,cryptocompare,2017-12-27 18:56:13.277484
80,CCCAGG,BCH,NZDT,2.02600769,8666.83034448,cryptocompare,2017-12-27 19:00:08.468379
81,CCCAGG,BCH,BTC,206573.941813,36729.2210176,cryptocompare,2017-12-27 18:56:13.277484
82,CCCAGG,BCH,KRW,57617.8122404,2.22877186648e+11,cryptocompare,2017-12-27 18:56:13.277484
83,CCCAGG,BCH,WEUR,4.31882068,9762.87225997,cryptocompare,2017-12-27 18:56:13.277484
84,CCCAGG,BCH,DOGE,4.57649253,1343864.70575,cryptocompare,2017-12-27 18:56:13.277484
85,CCCAGG,BCH,SGD,14.1441706,51008.1624002,cryptocompare,2017-12-27 18:56:13.277484
86,CCCAGG,BCH,RUR,18.27087875,3229926.54819,cryptocompare,2017-12-27 18:56:13.277484
87,CCCAGG,BCH,LTC,18.51446644,187.64785434,cryptocompare,2017-12-27 18:56:13.277484
88,CCCAGG,BCH,WUSD,30.49000173,72102.6346898,cryptocompare,2017-12-27 18:56:13.277484
89,CCCAGG,BCH,KCS,33.91372859,52385.6998333,cryptocompare,2017-12-27 18:56:13.277484
90,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 19:00:08.468379
91,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 18:56:13.277484
