Id,Comments,Followers,PageViews,Points,Posts,socialsource,source,symbol,symbol_id,timestamp_api_call
722,2.0,4.0,500,145.0,1.0,CryptoCompare,cryptocompare,WISC,48794,2017-12-28 01:49:22.216340
723,,1.0,457,25.0,,CryptoCompare,cryptocompare,WMC,21871,2017-12-28 01:49:22.624266
724,,3.0,346,75.0,,CryptoCompare,cryptocompare,WOLF,3653,2017-12-28 01:49:23.556953
725,5.0,41.0,4908,1225.0,6.0,CryptoCompare,cryptocompare,WOLK,198703,2017-12-28 01:49:24.233717
726,,33.0,3149,825.0,0.0,CryptoCompare,cryptocompare,WOP,37191,2017-12-28 01:49:24.853517
727,38.0,295.0,28820,8705.0,38.0,CryptoCompare,cryptocompare,WRC,296844,2017-12-28 01:49:26.687902
728,,5.0,922,125.0,,CryptoCompare,cryptocompare,WRC*,71873,2017-12-28 01:49:27.152254
729,,18.0,1622,475.0,1.0,CryptoCompare,cryptocompare,WRT,299811,2017-12-28 01:49:27.756029
730,,8.0,830,225.0,1.0,CryptoCompare,cryptocompare,X2,29376,2017-12-28 01:49:28.767576
731,,1.0,660,25.0,,CryptoCompare,cryptocompare,XAI,5021,2017-12-28 01:49:29.176827
732,7.0,109.0,15359,3270.0,19.0,CryptoCompare,cryptocompare,XAUR,25082,2017-12-28 01:49:30.170959
733,18.0,185.0,26730,5605.0,32.0,CryptoCompare,cryptocompare,XBC,5391,2017-12-28 01:49:30.818479
734,2.0,1.0,293,195.0,6.0,CryptoCompare,cryptocompare,XBL,375352,2017-12-28 01:49:31.431383
735,,1.0,377,25.0,,CryptoCompare,cryptocompare,XBOT,5022,2017-12-28 01:49:31.849425
736,1.0,14.0,3029,410.0,2.0,CryptoCompare,cryptocompare,XC,5024,2017-12-28 01:49:32.263685
737,0.0,52.0,6084,1400.0,4.0,CryptoCompare,cryptocompare,XCN,5386,2017-12-28 01:49:32.993631
738,,15.0,2834,375.0,,CryptoCompare,cryptocompare,XCO,5408,2017-12-28 01:49:33.583948
739,,8.0,536,200.0,,CryptoCompare,cryptocompare,XCR,5026,2017-12-28 01:49:34.122002
740,,1.0,496,75.0,2.0,CryptoCompare,cryptocompare,XDB,20826,2017-12-28 01:49:34.521812
741,,1.0,208,25.0,,CryptoCompare,cryptocompare,XDC,477743,2017-12-28 01:49:35.425753
742,,6.0,1038,175.0,1.0,CryptoCompare,cryptocompare,XDE2,22430,2017-12-28 01:49:35.866442
743,221.0,871.0,100025,27910.0,157.0,CryptoCompare,cryptocompare,XDN,5282,2017-12-28 01:49:36.664014
744,,7.0,457,175.0,,CryptoCompare,cryptocompare,XDP,3655,2017-12-28 01:49:37.576913
745,2.0,8.0,1734,345.0,5.0,CryptoCompare,cryptocompare,XPS,105220,2017-12-28 00:01:10.104498
746,2.0,8.0,1731,345.0,5.0,CryptoCompare,cryptocompare,XPS,105220,2017-12-27 21:36:55.611749
747,73.0,516.0,55144,15355.0,69.0,CryptoCompare,cryptocompare,ZEN,116180,2017-12-28 00:02:40.115009
748,73.0,515.0,55119,15330.0,69.0,CryptoCompare,cryptocompare,ZEN,116180,2017-12-27 23:18:25.896126
749,73.0,515.0,55098,15330.0,69.0,CryptoCompare,cryptocompare,ZEN,116180,2017-12-27 21:23:00.273419
750,10.0,43.0,5969,1450.0,11.0,CryptoCompare,cryptocompare,ZRC,129604,2017-12-27 23:18:39.544845
751,10.0,43.0,5973,1450.0,11.0,CryptoCompare,cryptocompare,ZRC,129604,2017-12-28 00:02:53.941658
752,10.0,43.0,5967,1450.0,11.0,CryptoCompare,cryptocompare,ZRC,129604,2017-12-27 21:23:14.161595
