Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
56,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:05:15.778659
57,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:11:33.496361
58,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:25:39.519924
59,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:47:00.657219
60,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:04:15.667191
61,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 19:11:08.159981
62,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 19:13:58.175601
63,CCCAGG,EUR,USD,13716653.917,16378021.0587,cryptocompare,2017-12-27 19:24:34.669196
64,CCCAGG,EUR,USD,13883069.2912,16575671.8309,cryptocompare,2017-12-27 19:48:14.382596
65,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:05:15.778659
66,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:02:38.859537
67,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:02:41.080358
68,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:25:39.519924
69,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:13:34.451415
70,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:34:17.436935
71,CCCAGG,EUR,USD,14239180.8708,16996472.7095,cryptocompare,2017-12-27 20:16:31.155853
72,CCCAGG,EUR,USD,13681484.5078,16314930.7656,cryptocompare,2017-12-27 21:38:25.751157
73,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:38:16.189966
74,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:21:58.072528
75,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 21:02:17.679962
76,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:47:06.479815
77,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:05:07.091718
78,CCCAGG,EUR,USD,13670224.1288,16301538.6415,cryptocompare,2017-12-27 21:29:34.797554
79,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:05:07.091718
80,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:37:38.308539
81,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:00:39.091173
82,CCCAGG,EUR,USD,14272364.8419,17035800.6331,cryptocompare,2017-12-27 20:26:31.138817
83,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:26:54.104696
84,CCCAGG,EUR,USD,14254462.3295,17014584.9218,cryptocompare,2017-12-27 20:21:33.082406
85,CCCAGG,EUR,USD,14481549.8544,17263496.8429,cryptocompare,2017-12-27 22:38:47.491009
86,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:21:58.072528
87,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:38:59.826589
88,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:34:42.286043
89,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:34:42.286043
90,CCCAGG,EUR,USD,14400025.3504,17187233.1227,cryptocompare,2017-12-27 20:38:16.189966
91,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:38:59.826589
92,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:20:30.838643
93,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:44:51.509550
94,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:48:19.654987
95,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 23:54:22.571363
96,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 23:54:22.571363
97,CCCAGG,EUR,USD,14373484.5746,17127098.074,cryptocompare,2017-12-27 23:09:54.846046
98,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 23:03:09.999929
99,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 23:03:09.999929
100,CCCAGG,EUR,USD,14646890.9395,17459708.0226,cryptocompare,2017-12-27 22:59:32.477346
101,CCCAGG,EUR,USD,14481549.8544,17263496.8429,cryptocompare,2017-12-27 22:39:22.215094
102,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:39:31.425903
103,CCCAGG,EUR,USD,14510842.0246,17298274.2674,cryptocompare,2017-12-27 22:42:48.021739
104,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:56:03.991877
105,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:56:03.991877
106,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:47:06.479815
107,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:20:30.838643
108,CCCAGG,EUR,USD,14599070.9469,17402976.7403,cryptocompare,2017-12-27 22:47:16.767162
109,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 22:48:19.654987
110,CCCAGG,EUR,USD,14631549.9339,17441487.0123,cryptocompare,2017-12-27 22:50:29.164668
111,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:39:22.215094
112,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:30:59.508944
113,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 19:37:38.308539
114,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:34:17.436935
115,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:22:35.822628
116,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:39:31.425903
117,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:11:33.496361
118,CCCAGG,EUR,USD,13750219.3154,16417948.7193,cryptocompare,2017-12-27 19:37:38.308539
119,CCCAGG,EUR,USD,14254462.3295,17014584.9218,cryptocompare,2017-12-27 20:22:35.822628
120,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:00:39.091173
121,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:04:15.667191
122,CCCAGG,EUR,USD,13883069.2912,16575671.8309,cryptocompare,2017-12-27 19:47:00.657219
123,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:02:41.080358
124,CCCAGG,EUR,USD,14327330.2775,17100933.3443,cryptocompare,2017-12-27 20:30:19.636701
125,CCCAGG,EUR,USD,14221860.9241,16975941.4812,cryptocompare,2017-12-27 20:13:34.451415
126,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:37:10.129759
127,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 20:21:33.082406
128,CCCAGG,EUR,USD,14127374.1545,16863705.4906,cryptocompare,2017-12-27 20:02:41.080358
129,CCCAGG,EUR,USD,13883069.2912,16575671.8309,cryptocompare,2017-12-27 19:47:33.684938
130,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 22:44:51.509550
131,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 19:37:10.129759
132,CCCAGG,EUR,USD,14131290.3853,16868362.1463,cryptocompare,2017-12-27 20:05:15.778659
133,CCCAGG,EUR,USD,13717599.2117,16355397.7199,cryptocompare,2017-12-27 22:02:38.859537
134,CCCAGG,EUR,USD,14530595.8386,17321697.7688,cryptocompare,2017-12-27 22:46:03.716216
135,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:26:54.104696
136,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:47:33.684938
137,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 21:38:25.751157
138,CCCAGG,EUR,USD,14360158.1114,17139838.9026,cryptocompare,2017-12-27 20:34:42.286043
139,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 21:02:17.679962
140,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 19:24:34.669196
141,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:30:19.636701
142,CCCAGG,EUR,USD,14249898.6489,17009176.1029,cryptocompare,2017-12-27 20:19:27.898644
143,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 21:38:25.751157
144,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:15:53.694540
145,CCCAGG,EUR,USD,14360158.1114,17139838.9026,cryptocompare,2017-12-27 20:34:17.436935
146,CCCAGG,EUR,USD,14101626.767,16833114.0767,cryptocompare,2017-12-27 20:00:39.091173
147,CCCAGG,EUR,CHF,12402.98,14561.982661,cryptocompare,2017-12-27 20:16:31.155853
148,CCCAGG,EUR,USD,13673917.6611,16327230.0405,cryptocompare,2017-12-27 19:15:53.694540
149,CCCAGG,EUR,GBP,112.64,99.9995392,cryptocompare,2017-12-27 19:11:08.159981
