Id,Id,Id.1,Id.1.1,Id.1.1.1,Id.1.1.1.1,Id.1.1.1.1.1,Id.1.1.1.1.1.1,Id.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1,has_pricing,symbol
1669,1669.0,1669.0,1669.0,1669.0,,,,,,,,1,UKG
1670,,,,,,,,,,,,0,ULTC
1671,1671.0,1671.0,1671.0,,,,,,,,,1,UMC
1672,1672.0,1672.0,1672.0,1672.0,,,,,,,,0,UNAT
1673,1673.0,1673.0,,,,,,,,,,1,UNB
1674,1674.0,,,,,,,,,,,1,UNC
1675,,,,,,,,,,,,1,UNF
1676,,,,,,,,,,,,0,UNI
1677,1677.0,1677.0,1677.0,1677.0,1677.0,,,,,,,0,UNIFY
1678,,,,,,,,,,,,1,UNIQ
1679,,,,,,,,,,,,1,UNIT
1680,1680.0,1680.0,,,,,,,,,,0,UNITS
1681,,,,,,,,,,,,1,UNITY
1682,,,,,,,,,,,,0,UNO
1683,,,,,,,,,,,,0,UP
1684,,,,,,,,,,,,1,UQC
1685,,,,,,,,,,,,0,UR
1686,,,,,,,,,,,,0,URO
1687,,,,,,,,,,,,1,USC
1688,1688.0,1688.0,,,,,,,,,,1,USDE
1689,,,,,,,,,,,,1,USDT
1690,,,,,,,,,,,,0,UTC
1691,1691.0,1691.0,,,,,,,,,,0,UTH
1692,,,,,,,,,,,,0,UTIL
1693,,,,,,,,,,,,0,UTK
1694,1694.0,1694.0,1694.0,1694.0,,,,,,,,0,UTN
1695,,,,,,,,,,,,0,VAPOR
1696,1696.0,1696.0,1696.0,1696.0,,,,,,,,1,VDO
1697,1697.0,,,,,,,,,,,1,VEC2
1698,,,,,,,,,,,,0,VEE
1699,,,,,,,,,,,,1,VEG
1700,,,,,,,,,,,,1,VEN
1701,1701.0,1701.0,1701.0,,,,,,,,,1,VERI
1702,1702.0,,,,,,,,,,,1,VERSA
1703,,,,,,,,,,,,0,VIA
1704,,,,,,,,,,,,1,VIB
1705,,,,,,,,,,,,1,VIBE
1706,1706.0,1706.0,1706.0,,,,,,,,,0,VIDZ
1707,1707.0,1707.0,,,,,,,,,,1,VIOR
1708,1708.0,1708.0,,,,,,,,,,1,VIP
1709,,,,,,,,,,,,0,VIRAL
1710,1710.0,,,,,,,,,,,1,VISIO
1711,,,,,,,,,,,,1,VIU
1712,,,,,,,,,,,,1,VIVO
1713,,,,,,,,,,,,0,VLT
1714,1714.0,1714.0,,,,,,,,,,1,VLTC
1715,,,,,,,,,,,,1,VMC
1716,1716.0,1716.0,1716.0,,,,,,,,,0,VNT
1717,1717.0,1717.0,1717.0,1717.0,,,,,,,,0,VOISE
1718,,,,,,,,,,,,0,VOLT
1719,1719.0,1719.0,1719.0,,,,,,,,,0,VOOT
1720,1720.0,1720.0,,,,,,,,,,0,VOT
1721,,,,,,,,,,,,1,VOX
1722,,,,,,,,,,,,1,VOYA
1723,1723.0,1723.0,,,,,,,,,,1,VPRC
1724,1724.0,,,,,,,,,,,1,VRC
1725,,,,,,,,,,,,1,VRM
1726,,,,,,,,,,,,1,VRP*
1727,,,,,,,,,,,,1,VRS
1728,,,,,,,,,,,,1,VSL
1729,,,,,,,,,,,,0,VSX
1730,,,,,,,,,,,,1,VTA
1731,1731.0,1731.0,,,,,,,,,,0,VTC
1732,,,,,,,,,,,,1,VTR
1733,,,,,,,,,,,,0,VTX
1734,,,,,,,,,,,,0,VTY
1735,,,,,,,,,,,,0,VUC
1736,,,,,,,,,,,,0,VZT
1737,,,,,,,,,,,,1,WABI
1738,,,,,,,,,,,,0,WAN
1739,1739.0,1739.0,1739.0,,,,,,,,,0,WAND
1740,1740.0,1740.0,,,,,,,,,,0,WARP
1741,,,,,,,,,,,,1,WASH
1742,,,,,,,,,,,,1,WAVES
1743,1743.0,1743.0,1743.0,1743.0,1743.0,,,,,,,0,WAX
1744,,,,,,,,,,,,0,WAY
1745,,,,,,,,,,,,1,WBB
1746,1746.0,1746.0,1746.0,,,,,,,,,1,WBTC
1747,1747.0,1747.0,,,,,,,,,,0,WC
1748,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,,,1,WCT
1749,,,,,,,,,,,,1,WDC
1750,,,,,,,,,,,,1,WEALTH
1751,,,,,,,,,,,,0,WEB
1752,1752.0,,,,,,,,,,,1,WEX
1753,,,,,,,,,,,,1,WGC
1754,1754.0,,,,,,,,,,,1,WGO
1755,1755.0,1755.0,,,,,,,,,,1,WGR
1756,,,,,,,,,,,,0,WHL
1757,,,,,,,,,,,,0,WIC
1758,,,,,,,,,,,,0,WILD
1759,1759.0,,,,,,,,,,,1,WINE
1760,,,,,,,,,,,,1,WINGS
1761,1761.0,,,,,,,,,,,1,WINK
1762,,,,,,,,,,,,0,WISC
1763,1763.0,1763.0,,,,,,,,,,0,WISH*
1764,,,,,,,,,,,,0,WIZ
1765,1765.0,1765.0,,,,,,,,,,0,WMC
1766,,,,,,,,,,,,0,WNET
1767,1767.0,,,,,,,,,,,1,WOLF
1768,,,,,,,,,,,,1,WOLK
1769,,,,,,,,,,,,0,WOMEN
1770,,,,,,,,,,,,1,WOP
1771,1771.0,1771.0,,,,,,,,,,0,WORM
1772,1772.0,1772.0,1772.0,1772.0,,,,,,,,0,WPR
1773,1773.0,,,,,,,,,,,1,WRC
1774,1774.0,,,,,,,,,,,1,WRC*
1775,1775.0,1775.0,1775.0,,,,,,,,,1,WRT
1776,1776.0,1776.0,,,,,,,,,,0,WSC
1777,1777.0,1777.0,1777.0,1777.0,1777.0,,,,,,,0,WSH
1778,1778.0,1778.0,1778.0,1778.0,1778.0,,,,,,,1,WSX
1779,,,,,,,,,,,,1,WTC
1780,,,,,,,,,,,,1,WTT
1781,1781.0,1781.0,1781.0,,,,,,,,,0,WYR
1782,1782.0,1782.0,,,,,,,,,,0,X2
1783,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,0,X8X
1784,1784.0,1784.0,,,,,,,,,,0,XAI
1785,,,,,,,,,,,,0,XAI*
1786,,,,,,,,,,,,1,XAS
1787,,,,,,,,,,,,1,XAU
1788,,,,,,,,,,,,1,XAUR
1789,,,,,,,,,,,,1,XBC
1790,1790.0,1790.0,,,,,,,,,,1,XBL
1791,1791.0,1791.0,1791.0,,,,,,,,,0,XBOT
1792,1792.0,1792.0,1792.0,,,,,,,,,0,XBS
1793,1793.0,,,,,,,,,,,1,XBTS
1794,,,,,,,,,,,,1,XBY
1795,1795.0,1795.0,1795.0,,,,,,,,,0,XC
1796,,,,,,,,,,,,1,XCASH
1797,,,,,,,,,,,,1,XCE
1798,,,,,,,,,,,,0,XCI
1799,,,,,,,,,,,,0,XCJ
1800,,,,,,,,,,,,1,XCN
1801,1801.0,1801.0,,,,,,,,,,1,XCO
1802,,,,,,,,,,,,1,XCP
1803,,,,,,,,,,,,0,XCR
1804,,,,,,,,,,,,0,XCRE
1805,1805.0,1805.0,,,,,,,,,,0,XCS
1806,1806.0,,,,,,,,,,,1,XCT
1807,,,,,,,,,,,,1,XCXT
1808,,,,,,,,,,,,0,XDB
1809,,,,,,,,,,,,1,XDC
1810,,,,,,,,,,,,1,XDE2
1811,1811.0,1811.0,1811.0,1811.0,,,,,,,,0,XDN
1812,1812.0,,,,,,,,,,,1,XDP
1813,,,,,,,,,,,,1,XDQ
1814,1814.0,1814.0,1814.0,,,,,,,,,0,XEL
1815,1815.0,1815.0,1815.0,1815.0,1815.0,1815.0,,,,,,0,XEM
1816,1816.0,1816.0,1816.0,,,,,,,,,1,XEN
1817,1817.0,1817.0,,,,,,,,,,1,XFC
1818,1818.0,1818.0,,,,,,,,,,0,XG
1819,,,,,,,,,,,,1,XGB
1820,,,,,,,,,,,,1,XGR
1821,1821.0,1821.0,1821.0,,,,,,,,,1,XHI
1822,,,,,,,,,,,,1,XID
1823,,,,,,,,,,,,1,XID*
1824,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,1824.0,0,XIN
1825,,,,,,,,,,,,0,XIN*
1826,1826.0,1826.0,1826.0,,,,,,,,,1,XIOS
1827,,,,,,,,,,,,0,XJO
1828,1828.0,1828.0,,,,,,,,,,1,XLB
1829,,,,,,,,,,,,1,XLC
1830,1830.0,1830.0,1830.0,1830.0,,,,,,,,0,XLM
1831,1831.0,1831.0,,,,,,,,,,0,XLR
1832,,,,,,,,,,,,1,XMCC
1833,1833.0,,,,,,,,,,,1,XMG
1834,1834.0,,,,,,,,,,,1,XMR
1835,,,,,,,,,,,,1,XMRG
1836,,,,,,,,,,,,0,XMS
1837,,,,,,,,,,,,1,XMY
1838,,,,,,,,,,,,1,XNA
1839,,,,,,,,,,,,1,XNC
1840,,,,,,,,,,,,0,XNC*
1841,1841.0,1841.0,,,,,,,,,,0,XNG
1842,,,,,,,,,,,,1,XNN
1843,,,,,,,,,,,,0,XNX
1844,1844.0,1844.0,,,,,,,,,,1,XP
1845,,,,,,,,,,,,1,XPB
1846,1846.0,1846.0,1846.0,1846.0,,,,,,,,1,XPD
1847,,,,,,,,,,,,1,XPH
1848,1848.0,1848.0,1848.0,1848.0,1848.0,,,,,,,1,XPM
1849,1849.0,,,,,,,,,,,1,XPO
1850,,,,,,,,,,,,0,XPOKE
1851,,,,,,,,,,,,0,XPRO
1852,,,,,,,,,,,,1,XPS
1853,,,,,,,,,,,,1,XPTX
1854,,,,,,,,,,,,1,XPY
1855,1855.0,1855.0,,,,,,,,,,1,XQN
1856,,,,,,,,,,,,0,XRA
1857,1857.0,1857.0,,,,,,,,,,1,XRB
1858,1858.0,1858.0,1858.0,1858.0,1858.0,1858.0,1858.0,1858.0,1858.0,1858.0,,1,XRE
1859,1859.0,1859.0,1859.0,1859.0,,,,,,,,0,XRED
1860,,,,,,,,,,,,0,XRL
1861,,,,,,,,,,,,0,XRP
1862,,,,,,,,,,,,0,XSB
1863,1863.0,1863.0,1863.0,1863.0,1863.0,1863.0,1863.0,1863.0,1863.0,,,0,XSEED
1864,1864.0,1864.0,,,,,,,,,,0,XSH
1865,1865.0,1865.0,1865.0,1865.0,,,,,,,,1,XSI
1866,,,,,,,,,,,,1,XSP
1867,1867.0,,,,,,,,,,,1,XSPEC
1868,,,,,,,,,,,,0,XST
1869,1869.0,1869.0,,,,,,,,,,1,XT
1870,,,,,,,,,,,,1,XTC
1871,1871.0,1871.0,,,,,,,,,,1,XTZ
1872,,,,,,,,,,,,1,XUC
1873,,,,,,,,,,,,0,XUC*
1874,,,,,,,,,,,,0,XUN
1875,1875.0,,,,,,,,,,,1,XUP
1876,1876.0,,,,,,,,,,,1,XVC
1877,1877.0,,,,,,,,,,,1,XVE
1878,1878.0,1878.0,,,,,,,,,,1,XVG
1879,,,,,,,,,,,,0,XVP
1880,1880.0,,,,,,,,,,,1,XWC
1881,1881.0,,,,,,,,,,,1,XWT
1882,1882.0,1882.0,,,,,,,,,,1,XXX
1883,,,,,,,,,,,,0,XZC
1884,1884.0,1884.0,,,,,,,,,,0,YAC
1885,,,,,,,,,,,,1,YAY
1886,,,,,,,,,,,,1,YBC
1887,,,,,,,,,,,,1,YES
1888,,,,,,,,,,,,1,YMC
1889,,,,,,,,,,,,1,YOC
1890,1890.0,1890.0,,,,,,,,,,1,YOVI
1891,1891.0,1891.0,,,,,,,,,,1,YOYOW
1892,1892.0,1892.0,,,,,,,,,,0,Z2
1893,1893.0,1893.0,,,,,,,,,,0,ZAB
1894,,,,,,,,,,,,1,ZBC
1895,1895.0,1895.0,1895.0,,,,,,,,,0,ZCC
1896,1896.0,1896.0,1896.0,,,,,,,,,1,ZCG
1897,1897.0,1897.0,,,,,,,,,,0,ZCL
1898,1898.0,1898.0,,,,,,,,,,0,ZEC
1899,,,,,,,,,,,,1,ZECD
1900,,,,,,,,,,,,0,ZED
1901,1901.0,,,,,,,,,,,1,ZEIT
1902,1902.0,1902.0,1902.0,1902.0,1902.0,1902.0,1902.0,1902.0,1902.0,1902.0,,1,ZEN
1903,1903.0,1903.0,,,,,,,,,,0,ZENI
1904,,,,,,,,,,,,0,ZEPH
1905,1905.0,1905.0,,,,,,,,,,1,ZER
1906,,,,,,,,,,,,0,ZET
1907,1907.0,1907.0,,,,,,,,,,1,ZET2
1908,,,,,,,,,,,,1,ZLQ
1909,,,,,,,,,,,,0,ZNA
1910,,,,,,,,,,,,0,ZNE
1911,1911.0,1911.0,,,,,,,,,,0,ZNT
1912,,,,,,,,,,,,1,ZNY
1913,,,,,,,,,,,,1,ZOI
1914,1914.0,1914.0,1914.0,1914.0,1914.0,,,,,,,1,ZOOM
1915,,,,,,,,,,,,1,ZRC
1916,1916.0,1916.0,1916.0,,,,,,,,,0,ZRC*
1917,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1917.0,1,ZRX
1918,,,,,,,,,,,,0,ZSC
1919,1919.0,,,,,,,,,,,1,ZSE
1920,1920.0,1920.0,1920.0,1920.0,,,,,,,,1,ZUR
1921,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0,,1,ZXT
1922,1922.0,1922.0,1922.0,1922.0,,,,,,,,0,ZYD
1923,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,1923.0,0,xGOx
